Ampulex_compressa_BND1382,1
Andrena_asteris_HPG17,1
Andrena_nigroaenea_BND531,1
Macrotera_echinocacti_BND1092,1
Protoxaea_gloriosa_BND217,1
Bombus_pennsylvanicus_HPG16,1
Centris_rhodopus_BND615,1
Ceratina_duplex_calcarta_BND657,1
Ctenoplectra_rodhaini_BND984,1
Ericrocis_lata_BND1100,1
Eulaema_meriana_ML179,1
Exoneura_bicolor_BND682,1
Manuelia_gayatina_BND1255,1
Pachymelus_peringueyi_BND986,1
Plebeina_hildebrandti_BND992,1
Thyreus_delumbatus_BND988,1
Xylocopa_virginica_BND1158,1
Arge_humeralis_USNMENT01339627,0
Atomacera_decepta_USNMENT01339630,0
Schizocerella_lineata_USNMENT01322224,0
Aulacus_burquei_USNMENT01339672,0
Pristaulacus_stigmaterus_USNMENT01322229,0
Bembix_americana_EX446,1
Microbembex_cubana_EX445,1
Sphecius_hogardii_EX447,1
Epyris_sp1_EX562,1
Goniozus_sp1_EX555,1
Pristocerus_sp1_EX552,1
Acanthocaudus_bicolor_USNMENT01322505,0
Acrisis_sp1_USNMENT01322601,0
Adelius_sp_nr_fasciipennis_USNMENT01322246,0
Ademon_sp1_USNMENT01322504,0
Adialytus_sp1_USNMENT01322467,0
Agathis_sp1_USNMENT01322249,0
Alabagrus_sp3_USNMENT01322247,0
Aleiodes_sp1_USNMENT01322233,0
Aliolus_spA_USNMENT01322550,0
Alysia_sp1_USNMENT01322532,0
Apanteles_sp4_USNMENT01322237,0
Aphaereta_sp_megalops_USNMENT01322462,0
Aphidius_sp4_USNMENT01322235,0
Aridelus_sp1_USNMENT01322471,0
Ascogaster_provancheri_USNMENT01322454,0
Asobara_sp1_USNMENT01322533,0
Aspilota_sp2_USNMENT01322446,0
Atanycolus_sp_hicoriae_USNMENT01322499,0
Aulacodes_nigriventris_USNMENT01322459,0
Aulosaphoides_sp1_USNMENT01322583,0
Austrozele_sp1_USNMENT01322441,0
Neothlipsis_cincta_USNMENT01322251,0
Bassus_sp4_USNMENT01322252,0
Binodoxys_sp1_USNMENT01322506,0
Binodoxys_sp2_USNMENT01322507,0
Biosteres_spinaciae_USNMENT01322591,0
Blacus_spA_USNMENT01322548,0
Bracon_sp1_USNMENT01322232,0
Callihormius_bifasciatus_USNMENT01322486,0
Cantharoctonus_sp1_USNMENT01322602,0
Capitonius_chontalensis_USNMENT01322558,0
Cardiochiles_sp1_USNMENT01322431,0
Cedria_paradoxa_USNMENT01322582,0
Centistes_sp1_USNMENT01322439,0
Chaenusa_americana_USNMENT01322482,0
Chaenusa_quadriceps_USNMENT01322484,0
Charmon_sp1_USNMENT01322560,0
Chelonus_Microchelonus_sp1_USNMENT01322561,0
Chorebus_posticus_USNMENT01322423,0
Chorebus_KPBS_sp7_USNMENT01322422,0
Chremylus_elaphus_USNMENT01322599,0
Lysitermoides_sp1_USNMENT01322608,0
Clinocentrus_sp2_USNMENT01322625,0
Coelinius_n_sp_USNMENT01322626,0
Coelinius_robinae_USNMENT01322424,0
Coelinius_sp1_USNMENT01322508,0
Coeloides_scolytivorus_USNMENT01322554,0
Coiba_jeffersoni_USNMENT01322487,0
Colastes_sp1_USNMENT01322617,0
Cosmophorus_sp1_USNMENT01322566,0
Cotesia_diacrisiae_USNMENT01322494,0
Cratospila_neocirce_USNMENT01322464,0
Neocremnops_virginiensis_USNMENT01322238,0
Dacnusa_KPBS_sp1_USNMENT01322427,0
Dapsilarthra_spA_USNMENT01322536,0
Diachasma_muliebre_USNMENT01322592,0
Diachasmimorpha_longicaudata_USNMENT01322503,0
Digonogastra_eurygaster_USNMENT01322500,0
Dinotrema_sp1_USNMENT01322537,0
Diolcogaster_sp3_USNMENT01322449,0
Diospilus_sp1_USNMENT01322575,0
Doryctes_erythromelas_USNMENT01322488,0
Doryctobracon_crawfordi_USNMENT01322594,0
Earinus_sp1_USNMENT01322461,0
Ecphylus_rohweri_USNMENT01322490,0
Elasmosoma_sp1_USNMENT01322574,0
Ephedrus_sp45_USNMENT01322429,0
Epimicta_griffithsi_USNMENT01322426,0
Eubazus_sp1_USNMENT01322552,0
Exasticolus_sp1_USNMENT01322476,0
Exotela_sp2_USNMENT01322456,0
Fopius_arisanus_USNMENT01322593,0
Glyptapanteles_sp1_USNMENT01322478,0
Glyptomorpha_pectoralis_USNMENT01322556,0
Gnamptodon_sp1_USNMENT01322440,0
Helcon_nunciator_USNMENT01322576,0
Heterospilus_sp18_USNMENT01322563,0
Histeromerus_sp1_USNMENT01322604,0
Homolobus_sp1_USNMENT01322577,0
Hoplitalysia_slossonae_USNMENT01322466,0
Hormius_sp2_USNMENT01322578,0
Hymenochaonia_sp2_USNMENT01322244,0
Hypomicrogaster_zonaria_USNMENT01322460,0
Ichneutes_sp1_USNMENT01322581,0
Leiophron_incerta_USNMENT01322473,0
Leiophron_sp1_USNMENT01322568,0
Leluthia_mexicana_USNMENT01322436,0
Liobracon_aquilonius_USNMENT01322616,0
Lysaphidus_sp1_USNMENT01322495,0
Lysiphlebus_sp1_USNMENT01322546,0
Macrocentrus_spA_USNMENT01322585,0
Meteorus_sp6_USNMENT01322447,0
Microctonus_sp4_USNMENT01322570,0
Microgaster_sp1_USNMENT01322451,0
Microplitis_sp2_USNMENT01322587,0
Monoctonus_sp1_USNMENT01322621,0
Nealiolus_sp1_USNMENT01322551,0
Bolivar_ornaticornis_USNMENT01322438,0
Notiospathius_terminalis_USNMENT01322437,0
Odontobracon_montanus_USNMENT01322564,0
Oenonogastra_sp1_USNMENT01322540,0
Oligoneurus_sp1_USNMENT01322580,0
Oncophanes_sp_USNMENT01322606,0
Dolopsidea_carinata_USNMENT01322605,0
Ontsira_sp1_USNMENT01322565,0
Opius_sp27_USNMENT01322597,0
Opius_sp5_USNMENT01322595,0
Orgilus_sp1_USNMENT01322598,0
Orgilus_sp4_USNMENT01322453,0
Orthostigma_sp1_USNMENT01322428,0
Pambolus_sp1_USNMENT01322600,0
Parahormius_sp1_USNMENT01322243,0
Paroligoneurus_sp1_USNMENT01322443,0
Pauesia_sp1_USNMENT01322547,0
Pentapleura_foveolata_USNMENT01322541,0
Perilitus_rutilus_USNMENT01322571,0
Peristenus_sp1_USNMENT01322569,0
Phaenocarpa_sp2_USNMENT01322542,0
Phanerotoma_sp1_USNMENT01322469,0
Pholetesor_sp1_USNMENT01322588,0
Pioscelus_borealis_USNMENT01322491,0
Polemochartus_liparae_USNMENT01322615,0
Polystenidea_parksi_USNMENT01322620,0
Praon_sp1_USNMENT01322430,0
Proterops_sp_proteroptoides_USNMENT01322444,0
Pseudognaptodon_sp1_USNMENT01322474,0
Rhaconotus_fasciatus_USNMENT01322492,0
Rhygoplitis_sp1_USNMENT01322480,0
Rhysipolis_sp1_USNMENT01322603,0
Triraphis_sp2_USNMENT01322611,0
Schizoprymnus_sp2_USNMENT01322549,0
Sigalphus_sp1_USNMENT01322498,0
Snellenius_sp1_USNMENT01322589,0
Spathius_laflammei_USNMENT01322434,0
Stantonia_sp30_USNMENT01322481,0
Stiropius_sp_USNMENT01322624,0
Syntretus_sp1_USNMENT01322572,0
Toxoneuron_viator_USNMENT01322468,0
Symphya_n_sp2_USNMENT01322254,0
Triaspis_sp1_USNMENT01322475,0
Trioxys_sp1_USNMENT01322622,0
Trioxys_sp2_USNMENT01322623,0
Triraphis_discoideus_USNMENT01322496,0
Mirax_sp1_USNMENT01322590,0
Urosigalphus_sp2_USNMENT01322614,0
Utetes_sp1_USNMENT01322452,0
