generation,N_shifts,logPrior,logLik,eventRate,acceptRate
41230000,12,41.8811,-3788,8.66056,0.245
41240000,12,47.0207,-3782.07,3.63519,0.222
41250000,13,47.3587,-3783.74,10.0207,0.234412
41260000,11,44.9264,-3811.69,8.02278,0.247
41270000,11,48.1104,-3812.48,3.99799,0.258
41280000,15,66.4202,-3787.13,5.98132,0.24
41290000,10,39.3376,-3807.22,5.28273,0.223
41300000,10,43.0247,-3807.18,3.62918,0.231
41310000,11,44.5441,-3794.32,6.35508,0.228
41320000,12,41.7671,-3786.89,5.71284,0.203
41330000,15,57.3766,-3783.2,6.93873,0.242
41340000,12,53.0694,-3789.61,4.91629,0.22
41350000,9,36.1016,-3817.9,4.95481,0.163
41360000,12,50.0751,-3789.7,7.45525,0.211
41370000,10,38.5027,-3810.82,3.13131,0.212667
41380000,9,42.1392,-3828.94,6.61772,0.281
41390000,10,43.088,-3817.34,4.9693,0.2
41400000,11,44.032,-3789.67,7.43351,0.2235
41410000,11,42.9099,-3796.01,6.24786,0.206
41420000,11,46.1389,-3793.8,7.83016,0.209
41430000,10,47.0117,-3808.08,3.3984,0.22925
41440000,10,40.3127,-3810.97,4.89551,0.215
41450000,12,50.2139,-3798.94,5.55653,0.225529
41460000,10,48.0412,-3824.51,5.03091,0.228
41470000,13,52.9371,-3802.9,8.02122,0.244
41480000,12,50.2513,-3799.96,5.32499,0.208667
41490000,11,51.8106,-3809.7,4.59666,0.25
41500000,12,55.334,-3814.57,5.92421,0.2385
41510000,7,28.3705,-3827.03,6.35445,0.211
41520000,12,51.0295,-3792.63,5.72736,0.226
41530000,11,50.1889,-3807.54,7.87494,0.269846
41540000,13,50.8165,-3796,7.40141,0.277
41550000,11,49.3287,-3808.84,5.80182,0.2425
41560000,11,53.9117,-3804.03,5.66034,0.217
41570000,10,46.4247,-3817.33,5.09154,0.195
41580000,12,47.3435,-3801.17,10.4891,0.243091
41590000,11,49.2684,-3819.68,5.39739,0.238091
41600000,7,34.2273,-3837.81,3.117,0.1728
41610000,10,38.9061,-3804.86,5.72231,0.238
41620000,9,31.674,-3807.38,7.92103,0.21
41630000,10,40.269,-3801.21,4.42444,0.243
41640000,10,40.6138,-3803.94,4.00028,0.223
41650000,12,48.7703,-3807.89,5.25084,0.26
41660000,10,46.3811,-3818.37,5.4598,0.248
41670000,10,37.6476,-3806.14,5.59097,0.232333
41680000,12,47.7382,-3794.49,4.86924,0.218
41690000,10,39.5973,-3803.53,6.14516,0.231
41700000,10,28.8682,-3799.48,10.5915,0.198
41710000,8,32.7201,-3823.52,5.20164,0.224
41720000,12,54.0259,-3811.45,5.85814,0.282
41730000,9,34.5375,-3811.61,5.00442,0.241937
41740000,11,31.7547,-3795.69,8.63799,0.197
41750000,13,44.192,-3792.85,6.69978,0.238
41760000,8,28.4846,-3812.68,4.24856,0.197
41770000,11,34.0939,-3794.55,6.95041,0.219
41780000,9,40.1553,-3816.13,3.31335,0.226
41790000,8,32.3401,-3815.58,3.81002,0.187286
41800000,10,34.9986,-3801.21,7.37274,0.213
41810000,9,39.7342,-3817.94,4.54155,0.202294
41820000,13,43.9526,-3795.39,8.32493,0.215
41830000,12,43.0394,-3799.64,6.44968,0.224
41840000,11,34.0109,-3791.74,9.94636,0.212909
41850000,8,33.6137,-3817.44,4.61909,0.187
41860000,11,37.2155,-3785.49,5.89055,0.208
41870000,15,58.2378,-3791.91,9.73649,0.2325
41880000,11,47.7231,-3797.81,6.79236,0.263667
41890000,11,46.116,-3794.58,4.98541,0.241
41900000,12,46.8431,-3785.39,7.33164,0.222
41910000,16,69.0943,-3794.37,4.6793,0.287
41920000,9,39.285,-3817.44,6.1284,0.232821
41930000,11,45.0315,-3800.53,6.1973,0.247333
41940000,12,51.0458,-3798.35,4.61514,0.257
41950000,8,34.1057,-3825.76,5.6634,0.215
41960000,11,42.9721,-3796.24,6.33647,0.232
41970000,9,32.4468,-3808.89,6.52764,0.251
41980000,9,42.412,-3819.27,5.25903,0.244
41990000,16,60.5464,-3793.89,8.78493,0.268
42000000,8,33.6572,-3812.21,5.46765,0.223833
42010000,12,40.0083,-3795.77,8.4361,0.225
42020000,11,41.6349,-3806.64,8.5577,0.252
42030000,14,58.199,-3791.58,5.41002,0.227333
42040000,14,58.1637,-3784.85,4.25366,0.227
42050000,14,65.3154,-3792.87,8.20965,0.291
42060000,11,52.6278,-3806.96,4.50875,0.254
42070000,12,47.6263,-3787.61,4.38059,0.233679
42080000,11,41.7199,-3794.42,8.68466,0.2245
42090000,13,46.7067,-3781.6,9.06852,0.203
42100000,8,36.6472,-3817.95,5.33062,0.182
42110000,10,46.8615,-3810.63,4.10123,0.22325
42120000,12,44.3478,-3803.58,8.33827,0.267
42130000,12,48.1972,-3790.15,6.84663,0.224
42140000,16,72.3755,-3779.1,8.17664,0.281
42150000,15,66.3331,-3785.16,9.04991,0.265
42160000,12,48.0239,-3792.59,7.97575,0.245
42170000,11,54.5815,-3813.01,3.57801,0.23125
42180000,11,54.1713,-3815.74,6.24567,0.2555
42190000,10,36.848,-3792.58,7.09687,0.191
42200000,11,40.7851,-3797.57,7.59679,0.20475
42210000,11,42.895,-3803.4,7.4083,0.215
42220000,10,40.4062,-3817.23,5.6269,0.211
42230000,11,53.9627,-3812.25,5.19587,0.264
42240000,10,46.7343,-3811.05,2.89361,0.217
42250000,13,55.9227,-3802.59,8.00204,0.23
42260000,14,51.8149,-3790.13,7.01767,0.236
42270000,14,55.7883,-3794.82,9.01886,0.244
42280000,10,48.0784,-3806.49,5.00777,0.217
42290000,9,42.258,-3814.36,3.55197,0.2104
42300000,13,52.1013,-3800.12,8.8482,0.266
42310000,17,64.7001,-3777.14,9.74371,0.285333
42320000,11,47.8182,-3804.25,4.60845,0.267
42330000,11,42.7826,-3797.59,9.76592,0.224
42340000,9,36.0373,-3822.69,4.93104,0.209133
42350000,9,41.0984,-3806.56,3.58109,0.2482
42360000,12,47.775,-3799.38,6.88357,0.245
42370000,13,41.3249,-3789.86,8.56966,0.2025
42380000,10,39.5171,-3803.65,7.62138,0.228
42390000,10,36.9347,-3809.72,7.85783,0.2221
42400000,11,43.8653,-3791.55,4.03022,0.204333
42410000,12,40.7374,-3789.5,7.95757,0.181
42420000,11,42.769,-3796.75,5.25433,0.197857
42430000,11,44.2013,-3799.22,4.05136,0.234
42440000,9,28.1324,-3809.59,7.76165,0.181
42450000,9,32.0592,-3810.54,6.77306,0.189
42460000,10,44.029,-3829.92,3.05864,0.234625
42470000,13,58.447,-3801.78,4.62322,0.255
42480000,12,49.0037,-3803.57,7.10548,0.26
42490000,13,49.5439,-3804.76,6.84432,0.1945
42500000,10,32.6064,-3804.86,6.95225,0.189
42510000,16,69.6934,-3788.66,8.11609,0.25
42520000,11,42.8895,-3803.39,7.42678,0.225
42530000,11,47.9113,-3800.89,7.57305,0.259
42540000,11,37.1663,-3800.48,7.65773,0.178
42550000,9,31.8824,-3809.62,5.68082,0.178
42560000,13,56.4616,-3793.78,6.77487,0.244667
42570000,8,27.3136,-3816.13,3.49362,0.149
42580000,12,55.394,-3805.97,6.57187,0.238
42590000,12,46.6517,-3796.17,8.10081,0.267
42600000,11,39.9914,-3792.19,5.01795,0.2232
42610000,12,51.8929,-3802.11,6.38002,0.234
42620000,10,31.7089,-3808.77,6.74265,0.192
42630000,14,61.8233,-3807.99,5.16917,0.25
42640000,12,42.3585,-3797.12,6.90196,0.207
42650000,9,45.6987,-3822.08,4.79031,0.255107
42660000,9,41.2754,-3816.92,3.04663,0.223273
42670000,9,42.4757,-3822.96,4.07546,0.2084
42680000,10,44.7094,-3803.01,5.59585,0.219
42690000,10,38.1072,-3808.84,6.46369,0.2426
42700000,11,42.6636,-3811.03,7.6649,0.20175
42710000,13,59.3528,-3796.43,3.96912,0.305
42720000,10,34.5101,-3808.67,6.10657,0.221062
42730000,10,40.172,-3802.99,3.1615,0.227
42740000,11,42.171,-3800.83,6.96306,0.237
42750000,10,39.3284,-3805.02,4.7528,0.231667
42760000,9,38.5403,-3823.29,3.87501,0.231
42770000,8,32.3322,-3813.83,5.46982,0.212611
42780000,11,52.1951,-3806.34,5.53516,0.20775
42790000,10,41.7954,-3803.04,7.34359,0.201
42800000,10,34.0504,-3803.8,7.68853,0.22
42810000,12,52.9478,-3798.66,6.50127,0.2258
42820000,13,54.9283,-3817.71,9.17516,0.262
42830000,10,33.0548,-3801.02,8.02499,0.19
42840000,12,49.3297,-3802.05,7.938,0.248
42850000,9,38.2045,-3801.18,3.75456,0.1804
42860000,13,53.65,-3796.04,7.36096,0.237
42870000,14,61.4606,-3809.84,8.038,0.2585
42880000,12,57.0285,-3802.1,5.09021,0.221
42890000,14,66.4154,-3783.34,4.85442,0.298
42900000,10,41.6094,-3800.25,2.83239,0.198846
42910000,11,39.7248,-3799.46,6.5723,0.244
42920000,12,35.0708,-3793.52,5.89393,0.228667
42930000,10,39.4688,-3810.29,8.62512,0.22175
42940000,11,36.8915,-3792.19,4.28842,0.2245
42950000,13,57.7637,-3779.96,7.64267,0.265
42960000,11,40.2666,-3792.76,6.0784,0.202
42970000,13,57.0347,-3788.44,4.88196,0.259
42980000,12,42.2778,-3798.42,9.97153,0.222
42990000,12,45.7951,-3790.64,6.04447,0.228
43000000,11,46.7804,-3789.75,4.77946,0.22
43010000,10,45.4526,-3810.27,7.00681,0.251
43020000,10,43.2022,-3797.62,3.83784,0.241
43030000,11,51.8335,-3810.17,3.01952,0.277
43040000,9,31.657,-3807.82,6.97604,0.28
43050000,12,45.2247,-3791.29,8.6931,0.241
43060000,11,38.401,-3790.85,7.8264,0.227333
43070000,13,47.6116,-3794.47,6.55886,0.223
43080000,14,61.6901,-3798.32,8.80049,0.240222
43090000,9,38.898,-3800.15,4.04009,0.1675
43100000,10,39.944,-3791.62,4.14634,0.202
43110000,13,45.8764,-3785.98,8.75703,0.251
43120000,12,50.7109,-3786.61,7.69991,0.239
43130000,12,57.3769,-3800.87,5.61067,0.234
43140000,12,52.6657,-3785.64,4.67042,0.226
43150000,11,53.2088,-3808.33,3.07927,0.2362
43160000,11,54.4218,-3807.95,3.29356,0.235
43170000,12,47.0868,-3792.19,9.09558,0.22675
43180000,8,36.227,-3817.02,5.95818,0.238571
43190000,12,46.1022,-3792.53,9.22867,0.266
43200000,12,47.8046,-3804.34,7.25426,0.2416
43210000,8,37.4487,-3815.11,3.06178,0.262923
43220000,11,45.9924,-3796.67,7.97969,0.208
43230000,11,46.577,-3801.72,7.51097,0.193
43240000,9,41.5697,-3801.37,5.52681,0.201
43250000,11,49.3887,-3803.23,3.59913,0.239
43260000,7,25.7009,-3817.34,6.20137,0.183
43270000,12,46.6936,-3783.09,7.15192,0.242
43280000,9,38.5923,-3803.34,4.28549,0.1938
43290000,11,49.2141,-3806.36,4.47131,0.207
43300000,10,46.3808,-3813.47,5.3463,0.196
43310000,10,40.7946,-3799.76,6.51763,0.204
43320000,14,64.6567,-3796.78,8.67399,0.2482
43330000,12,51.8321,-3818.92,9.87686,0.244
43340000,11,52.9909,-3803.59,4.91299,0.251368
43350000,9,37.3559,-3801.79,6.92334,0.18
43360000,10,42.3323,-3806.18,5.4659,0.212
43370000,10,41.8146,-3826.59,3.77791,0.221
43380000,12,53.6091,-3786.82,5.17004,0.254
43390000,7,33.011,-3833.77,3.59331,0.211
43400000,13,55.0137,-3791.76,5.90012,0.235889
43410000,13,50.8122,-3787.78,7.18521,0.232
43420000,16,64.9103,-3790.91,8.69513,0.273
43430000,14,56.1865,-3780.63,7.37659,0.254
43440000,11,49.5869,-3817.58,6.31767,0.222857
43450000,8,38.1528,-3823.58,2.31431,0.186
43460000,11,47.9823,-3806.89,5.65307,0.22875
43470000,10,39.4331,-3796.97,4.41798,0.234
43480000,9,38.7065,-3802.51,4.13455,0.2162
43490000,14,53.0568,-3794.42,8.12163,0.22
43500000,10,45.7468,-3808.6,4.42755,0.195
43510000,9,39.5384,-3801.64,3.49756,0.179
43520000,9,41.9547,-3820.54,4.01033,0.200667
43530000,9,39.0756,-3820.97,6.75576,0.203667
43540000,11,47.8448,-3790.88,5.52546,0.205
43550000,8,35.1021,-3829.53,4.38381,0.21
43560000,10,44.1383,-3825.85,5.36709,0.26
43570000,11,53.1551,-3810.24,3.03386,0.22
43580000,9,36.2791,-3807.26,4.47967,0.189333
43590000,13,59.9456,-3783.28,7.25296,0.254
43600000,10,48.0571,-3829.7,5.86054,0.25
43610000,10,38.5079,-3801.89,7.65007,0.213
43620000,13,45.079,-3783.79,6.88865,0.233
43630000,10,37.2595,-3808.66,5.37379,0.187
43640000,9,32.0283,-3820.53,7.73534,0.217167
43650000,9,37.8189,-3812.2,5.12198,0.19225
43660000,10,37.1173,-3802.14,5.27053,0.225
43670000,10,35.6238,-3812.1,4.26537,0.221
43680000,9,32.7679,-3798.9,6.79473,0.218
43690000,11,40.7285,-3799.77,7.51554,0.2178
43700000,10,37.6865,-3802.28,6.59258,0.2114
43710000,11,44.8611,-3809.49,7.04313,0.233
43720000,11,45.646,-3799.23,5.40035,0.227
43730000,10,34.6092,-3809.53,11.9154,0.22575
43740000,12,55.9286,-3806.34,4.90242,0.25
43750000,13,58.9103,-3792.32,6.79524,0.236
43760000,12,45.2316,-3788.01,7.85432,0.252
43770000,11,45.7707,-3794.54,7.56678,0.222667
43780000,11,48.6955,-3801.54,5.32501,0.221
43790000,10,42.4948,-3814.1,8.4212,0.2054
43800000,8,32.9253,-3820.17,5.19404,0.193
43810000,12,44.1661,-3788.24,8.96566,0.240462
43820000,14,56.0244,-3784.84,8.06029,0.234
43830000,15,58.993,-3779.93,10.4523,0.273
43840000,16,59.9914,-3778.1,6.39839,0.229
43850000,14,52.3179,-3772.05,8.00418,0.232
43860000,11,43.788,-3797.3,9.31324,0.251375
43870000,9,31.9182,-3798.3,4.42021,0.188
43880000,14,65.4208,-3799.32,8.54509,0.2175
43890000,10,43.7406,-3808.72,5.66418,0.235
43900000,13,56.3514,-3798.06,11.4144,0.25275
43910000,13,56.2929,-3802.8,9.23111,0.277
43920000,13,52.0866,-3786.43,6.05168,0.25
43930000,12,56.9289,-3808.85,6.41407,0.275
43940000,8,32.5159,-3824.08,3.7984,0.185
43950000,9,37.5294,-3812.16,4.95405,0.22
43960000,8,33.2062,-3820.77,5.96765,0.1835
43970000,9,41.4882,-3820.24,4.94446,0.247
43980000,8,32.3068,-3824.35,6.62291,0.219
43990000,10,43.4046,-3813.31,5.77591,0.17
44000000,9,37.2165,-3803.37,5.33442,0.19
44010000,8,29.7176,-3812.8,5.17295,0.172
44020000,8,32.0761,-3828.08,4.70651,0.214846
44030000,10,42.1253,-3813,4.057,0.195
44040000,10,42.1478,-3819.93,4.44106,0.222
44050000,11,42.5611,-3797.25,4.56912,0.204
44060000,9,32.9269,-3800.26,5.57088,0.220375
44070000,9,40.067,-3809.05,2.60579,0.212
44080000,12,45.3566,-3815.17,7.15706,0.272
44090000,14,63.4052,-3798.8,6.1986,0.252
44100000,8,33.1752,-3818.9,6.21597,0.22
44110000,10,41.4046,-3809.12,6.54211,0.200857
44120000,10,45.5913,-3814.15,5.07475,0.214
44130000,9,37.5175,-3822.05,5.80145,0.219
44140000,9,36.1049,-3811.83,3.40448,0.192333
44150000,9,29.211,-3815.74,4.48364,0.18875
44160000,9,40.394,-3823.99,2.32021,0.243
44170000,6,24.5289,-3842.34,2.82931,0.211333
44180000,10,45.0878,-3814.63,3.38927,0.205
44190000,10,47.0184,-3805.31,4.41305,0.212
44200000,9,35.0039,-3810.38,3.21079,0.181
44210000,8,35.8114,-3830.03,2.99954,0.185
44220000,6,27.0798,-3835.68,5.28978,0.171
44230000,8,32.9677,-3817.81,3.90234,0.191
44240000,11,50.5147,-3826.57,3.39239,0.2745
44250000,11,44.8456,-3811.63,6.80072,0.227
44260000,8,36.1304,-3834.67,5.33394,0.224727
44270000,11,44.1004,-3800.01,4.61334,0.23375
44280000,13,51.9651,-3802.95,8.3519,0.228
44290000,14,57.5268,-3793.16,7.47288,0.281
44300000,10,47.0374,-3814.05,5.82174,0.219
44310000,10,45.3747,-3826.67,5.05747,0.2071
44320000,8,35.9867,-3835.63,6.23095,0.206
44330000,10,41.3575,-3807.24,5.81838,0.205667
44340000,12,51.717,-3795.27,6.06179,0.202333
44350000,14,65.5031,-3795.8,6.11795,0.264
44360000,11,44.42,-3816.48,5.72491,0.223
44370000,9,36.4847,-3818.03,6.09225,0.20175
44380000,12,49.572,-3793.62,6.0892,0.236
44390000,11,42.8213,-3800.85,6.45517,0.208
44400000,11,46.5813,-3810.69,5.46346,0.225
44410000,12,48.1606,-3812.54,6.16437,0.226667
44420000,10,44.9756,-3811.76,5.25119,0.23
44430000,8,33.0628,-3821.1,3.17174,0.20125
44440000,9,38.7814,-3809.82,3.67907,0.224
44450000,9,37.1031,-3813.49,4.5881,0.203
44460000,9,39.2421,-3812.97,6.13143,0.219
44470000,9,36.9526,-3816.47,5.70826,0.23375
44480000,10,35.2505,-3807.09,10.525,0.214
44490000,13,54.7659,-3788.77,6.92076,0.216
44500000,13,55.0334,-3813.99,3.82522,0.294
44510000,10,44.8138,-3807.9,5.02442,0.24
44520000,10,44.998,-3811.47,6.59857,0.2337
44530000,11,44.5772,-3788.27,7.43914,0.2036
44540000,13,55.6908,-3797.14,8.01206,0.185
44550000,9,33.2865,-3810.95,4.75795,0.211
44560000,12,47.4224,-3796.89,6.32741,0.223
44570000,12,50.7851,-3794.43,5.28767,0.265
44580000,11,50.1564,-3791.21,2.9259,0.226333
44590000,10,39.6846,-3802.02,7.54829,0.208
44600000,10,38.3268,-3807.22,6.03281,0.18
44610000,10,42.5307,-3798.19,3.40715,0.158
44620000,9,37.3423,-3798.95,3.96546,0.199
44630000,11,43.2347,-3810,4.20325,0.208
44640000,11,47.4156,-3797.44,3.87927,0.2185
44650000,7,32.5071,-3825.98,4.1855,0.207
44660000,8,36.3277,-3821.06,3.08013,0.223
44670000,9,38.4433,-3820.73,5.34705,0.216
44680000,11,44.81,-3804.25,6.99657,0.2158
44690000,8,35.222,-3817.76,3.15926,0.191714
44700000,7,30.0875,-3819.83,4.97997,0.191125
44710000,9,37.9746,-3806.14,4.95518,0.2016
44720000,10,34.1902,-3816.65,7.24312,0.232
44730000,8,33.0063,-3811.38,2.38516,0.138
44740000,8,38.7549,-3821.04,4.61093,0.211524
44750000,10,45.6187,-3823.27,4.57935,0.25
44760000,11,38.1206,-3799.36,8.18126,0.264
44770000,12,48.8204,-3799.51,7.08745,0.2405
44780000,8,30.7448,-3824.79,4.57899,0.177
44790000,10,41.0865,-3810.23,6.39678,0.2232
44800000,9,36.0977,-3809.69,6.67764,0.22
44810000,11,47.2288,-3799.15,9.19781,0.228429
44820000,10,33.9863,-3815.14,5.93801,0.190576
44830000,9,34.3757,-3817.65,5.99618,0.183
44840000,10,44.5207,-3814.02,2.73095,0.252
44850000,8,29.6972,-3818.71,5.19953,0.2265
44860000,11,47.3235,-3799.12,4.71175,0.215
44870000,11,47.9918,-3798.1,6.90087,0.2466
44880000,9,34.109,-3802.18,3.02409,0.159
44890000,9,44.1887,-3810.92,4.0382,0.229
44900000,10,40.1527,-3822.8,6.44109,0.2405
44910000,9,32.6594,-3806.81,4.45642,0.164786
44920000,10,32.6937,-3801.66,3.74497,0.193
44930000,10,30.0483,-3802.28,7.51883,0.17
44940000,10,45.0836,-3795.35,5.5712,0.175
44950000,7,33.6607,-3828.38,4.56934,0.185
44960000,10,42.5815,-3799.73,6.40963,0.23
44970000,12,50.2057,-3804.39,7.55747,0.229
44980000,13,60.7637,-3791.18,5.40343,0.231
44990000,10,45.9166,-3799.28,3.60027,0.225
45000000,10,31.8158,-3806.29,3.69062,0.204333
45010000,12,47.4317,-3789.36,6.52102,0.21
45020000,10,44.7879,-3805.43,7.37883,0.224
45030000,9,37.0715,-3798.91,5.37776,0.208
45040000,7,33.2605,-3829.1,2.99224,0.242222
45050000,10,41.4745,-3803.29,4.64803,0.21
45060000,10,41.1016,-3799.46,8.45708,0.214125
45070000,14,60.2208,-3804.16,5.31175,0.263
45080000,12,56.0893,-3798.32,6.06753,0.242
45090000,10,44.9443,-3805.47,5.22235,0.22
45100000,9,39.6083,-3799.83,4.53323,0.182
45110000,11,47.7255,-3799.96,5.67466,0.1859
45120000,10,50.1039,-3810.48,3.97593,0.2302
45130000,12,55.8918,-3803,4.34742,0.193
45140000,9,37.355,-3806.03,5.48741,0.181
45150000,10,44.5837,-3804.69,4.99069,0.17
45160000,13,57.2119,-3808.43,4.56962,0.214
45170000,8,32.9194,-3824.07,4.762,0.216316
45180000,10,44.8613,-3806.48,5.62544,0.2055
45190000,11,49.2025,-3804.95,6.7881,0.224
45200000,12,53.3112,-3809.11,5.30425,0.232
45210000,11,41.7198,-3816.43,7.43588,0.254
45220000,10,29.2641,-3806.44,7.68609,0.2
45230000,10,46.1835,-3811.99,4.61525,0.241545
45240000,10,46.2317,-3808.51,4.70714,0.264
45250000,11,49.4032,-3808.39,6.80458,0.231286
45260000,10,39.2682,-3804.99,6.15143,0.196
45270000,9,33.4509,-3801.52,5.39557,0.193
45280000,11,52.9059,-3807.76,2.96343,0.25525
45290000,8,30.0495,-3809.63,2.73357,0.156
45300000,9,45.6328,-3821.59,2.72737,0.241
45310000,12,52.1523,-3811.76,4.4741,0.273
45320000,10,41.2756,-3813.62,5.24476,0.210333
45330000,11,40.4312,-3811.25,7.85718,0.23
45340000,10,30.7181,-3799.57,8.61334,0.229
45350000,12,53.6537,-3803.99,8.30504,0.262
45360000,11,43.7521,-3797.61,6.3851,0.211286
45370000,14,58.7469,-3801.85,7.79317,0.252
45380000,13,54.9526,-3799.45,5.68265,0.248
45390000,14,59.2303,-3801.04,11.5655,0.274
45400000,14,58.7006,-3798.85,7.58843,0.274
45410000,12,43.2209,-3795.68,6.87831,0.232
45420000,10,43.9882,-3826.6,5.51535,0.221323
45430000,13,54.0336,-3790.12,4.89156,0.231
45440000,11,38.9992,-3791.09,4.28888,0.212
45450000,12,48.389,-3796.08,5.69083,0.227667
45460000,11,46.8128,-3804.33,5.67281,0.234909
45470000,9,38.8826,-3825.89,5.51889,0.201636
45480000,10,35.9242,-3791.85,5.52295,0.207
45490000,10,36.4289,-3793.38,4.9088,0.194
45500000,12,55.1611,-3821.94,6.15239,0.24
45510000,11,50.6057,-3809.89,4.68198,0.247
45520000,10,44.0513,-3809.74,3.22148,0.223
45530000,9,33.7358,-3814.54,3.86061,0.214667
45540000,9,32.8284,-3815.65,7.80919,0.214
45550000,8,31.6263,-3814.46,2.79536,0.209
45560000,9,27.6733,-3810.76,7.71639,0.2
45570000,10,41.3776,-3807.97,3.7568,0.221
45580000,10,41.6756,-3809.07,4.15661,0.2059
45590000,11,38.8428,-3792.84,4.65474,0.182
45600000,10,36.5466,-3807.72,5.43775,0.22
45610000,11,42.2101,-3793.47,5.02261,0.229
45620000,11,46.1828,-3806.01,5.28056,0.262889
45630000,11,41.3144,-3794.74,5.8471,0.211
45640000,8,28.9173,-3821.29,3.43782,0.227636
45650000,12,41.8288,-3786.45,7.90892,0.21625
45660000,11,43.8249,-3799.85,7.66174,0.248
45670000,9,41.5261,-3824.36,3.75779,0.215
45680000,9,34.8189,-3808.26,4.10165,0.19
45690000,8,31.5061,-3819.1,4.45832,0.220833
45700000,8,33.9876,-3826.81,4.25047,0.228
45710000,11,49.5238,-3800.39,1.88155,0.224
45720000,11,47.9807,-3795.66,5.42976,0.214667
45730000,9,36.5358,-3817.5,5.21588,0.18
45740000,12,50.7652,-3787.75,5.57843,0.258
45750000,9,32.6011,-3814.78,5.99565,0.172
45760000,9,32.0511,-3809.16,2.28263,0.17
45770000,11,35.2254,-3814.63,8.97886,0.25875
45780000,12,52.3764,-3801.42,4.45793,0.23975
45790000,14,59.8995,-3793.72,6.71322,0.2445
45800000,12,48.5543,-3806.17,2.72442,0.231
45810000,10,38.0856,-3807.02,6.48873,0.211
45820000,10,37.3843,-3802.87,4.05565,0.228692
45830000,11,42.6256,-3808.13,4.97479,0.2362
45840000,9,33.3015,-3818.14,2.74201,0.249727
45850000,10,36.4385,-3810.11,7.30735,0.227
45860000,9,40.3219,-3818.7,1.98852,0.233
45870000,8,27.7427,-3813.03,6.63659,0.1755
45880000,11,35.8605,-3807.06,9.74686,0.199286
45890000,8,30.7424,-3823.3,4.55871,0.19
45900000,12,47.3762,-3815.59,7.073,0.208
45910000,14,60.2364,-3794.43,8.46095,0.293
45920000,10,39.1806,-3802.29,7.27136,0.2208
45930000,11,37.5446,-3805.52,6.92252,0.228
45940000,11,44.1374,-3801.62,5.82267,0.189059
45950000,11,45.5457,-3802.43,5.49888,0.275
45960000,11,49.5644,-3804.93,5.08485,0.265
45970000,10,40.6071,-3810.06,8.77314,0.234333
45980000,8,33.2024,-3816.66,5.33716,0.188
45990000,11,46.4573,-3814.12,6.25929,0.214091
46000000,8,34.2478,-3813.74,4.5184,0.16925
46010000,9,39.4877,-3826.9,3.84169,0.210063
46020000,12,43.0171,-3796.62,7.50861,0.246
46030000,10,47.3126,-3800.56,2.6937,0.231
46040000,12,50.9349,-3789.26,5.78406,0.233
46050000,9,37.218,-3798.34,4.31915,0.169889
46060000,10,43.572,-3801.61,3.77369,0.19875
46070000,9,38.2899,-3809.45,1.99836,0.143
46080000,9,34.1319,-3828.41,6.17245,0.168571
46090000,10,45.6317,-3797.61,2.97146,0.222
46100000,11,48.6334,-3802.04,6.38384,0.20525
46110000,8,35.7788,-3824.51,4.96654,0.256857
46120000,10,42.8604,-3801.32,3.71136,0.212
46130000,11,44.9784,-3804.94,8.34165,0.22325
46140000,11,44.4442,-3803.07,4.82591,0.219
46150000,11,46.8969,-3805.96,4.518,0.221
46160000,10,37.666,-3805.79,5.61745,0.211
46170000,11,40.1047,-3795.86,7.67459,0.195571
46180000,11,40.6599,-3813.99,7.45897,0.216
46190000,8,30.4136,-3806.98,5.27191,0.1977
46200000,8,38.102,-3812.33,3.83812,0.256857
46210000,11,42.381,-3802.92,7.40044,0.191
46220000,10,36.9196,-3792.54,4.89336,0.165
46230000,8,30.6097,-3806.82,3.31437,0.212
46240000,11,40.9018,-3795.43,5.69727,0.2035
46250000,10,38.3884,-3800.46,7.83682,0.208667
46260000,12,50.9884,-3802.58,5.92955,0.209
46270000,10,43.5533,-3815.2,4.71288,0.214333
46280000,8,34.0319,-3806.6,4.57486,0.219
46290000,10,38.5588,-3807.67,4.70097,0.236
46300000,10,44.3761,-3797.53,4.85908,0.216
46310000,9,38.4217,-3817.77,5.21047,0.2088
46320000,10,44.751,-3820.39,4.43501,0.249
46330000,8,29.5793,-3813.66,7.23279,0.215375
46340000,9,36.8667,-3801.95,4.04534,0.2075
46350000,11,44.6489,-3787.95,4.26922,0.217286
46360000,11,48.2638,-3809.71,6.59682,0.279
46370000,12,52.4337,-3800.64,7.53048,0.219929
46380000,9,38.135,-3803.03,4.59293,0.221
46390000,10,39.4196,-3793.73,3.20658,0.188
46400000,10,36.9823,-3801.08,5.7971,0.199
46410000,9,35.585,-3821.6,6.11898,0.207
46420000,10,38.0306,-3799.52,5.91729,0.178
46430000,10,36.482,-3800.99,5.17497,0.221
46440000,7,33.1607,-3830.46,2.72033,0.201
46450000,9,33.1095,-3807.55,7.23806,0.205063
46460000,9,35.9273,-3821.46,4.08395,0.1808
46470000,10,36.9759,-3793.24,5.45588,0.199
46480000,10,41.7331,-3794.82,1.71967,0.197
46490000,12,46.3619,-3804.19,9.83295,0.234
46500000,10,38.5123,-3796.4,3.33856,0.218
46510000,10,44.6355,-3814.17,5.54113,0.233
46520000,11,48.4603,-3801.76,2.49538,0.231
46530000,13,59.9596,-3799.39,4.1578,0.212632
46540000,11,44.3332,-3805.38,5.29652,0.243667
46550000,13,45.6829,-3802.41,8.30241,0.215667
