generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,5.6832,-5329.65,1,0
10000,1,8.48067,-4114.66,0.161955,0.273473
20000,2,11.5824,-4012.2,0.945078,0.259
30000,1,5.54133,-4078.06,0.629627,0.285
40000,5,19.6688,-3966.79,4.75769,0.296
50000,4,10.8611,-3965.48,4.09109,0.26
60000,3,10.2845,-3975.57,1.64846,0.246
70000,6,21.0987,-3918.64,3.68474,0.225
80000,7,28.1861,-3908.92,4.11799,0.258
90000,6,22.5786,-3944.88,5.80543,0.295
100000,4,11.6154,-3920.4,2.32941,0.227
110000,4,21.4017,-3943.83,2.93271,0.284
120000,5,21.7391,-3919,2.59253,0.2535
130000,5,21.2741,-3920.56,4.28278,0.253
140000,9,34.0002,-3910.08,6.64094,0.306
150000,4,17.6384,-3893.89,2.15599,0.247667
160000,6,25.7074,-3909.26,3.9566,0.2936
170000,3,17.3552,-3946.75,1.46934,0.251
180000,5,20.6984,-3916.76,3.04902,0.285667
190000,5,18.7554,-3893.94,3.90553,0.232
200000,8,43.4897,-3921.52,4.16274,0.291
210000,5,19.2888,-3907.49,3.86072,0.273581
220000,5,23.2268,-3927.69,1.58553,0.246
230000,4,14.231,-3909.05,4.20928,0.250538
240000,7,32.1216,-3877.22,2.04738,0.28
250000,7,35.3908,-3899.84,3.77473,0.241
260000,8,36.7696,-3870.09,3.52995,0.28
270000,7,31.3947,-3859.75,4.29252,0.248
280000,8,35.9535,-3855.36,5.60642,0.227
290000,7,34.0965,-3858.49,2.68209,0.254
300000,6,29.4208,-3859.82,2.1654,0.236
310000,6,24.0751,-3864.58,3.68347,0.231
320000,4,17.1691,-3876.04,2.52396,0.21
330000,7,31.8775,-3858.85,7.16404,0.237
340000,9,41.9168,-3854.73,4.19121,0.289
350000,9,41.2069,-3850.23,2.82376,0.287
360000,6,22.5365,-3867.91,4.78855,0.283
370000,8,33.1962,-3846.47,6.19947,0.269
380000,6,27.2901,-3853.61,2.70424,0.234857
390000,5,23.8974,-3859.46,1.69988,0.208
400000,7,30.1789,-3845.61,4.85489,0.258
410000,6,26.9895,-3874.12,2.6225,0.246846
420000,7,27.628,-3873.2,1.43575,0.282
430000,7,28.3386,-3857.64,6.31545,0.228571
440000,7,32.0988,-3864.74,4.91817,0.253385
450000,5,23.0789,-3854.23,2.41727,0.205
460000,8,37.2799,-3864.7,5.83573,0.291
470000,7,33.2954,-3865.3,2.9467,0.278125
480000,8,41.8632,-3850.42,4.14244,0.232
490000,6,31.2608,-3861.2,2.4225,0.197
500000,7,31.5587,-3851.24,6.11784,0.219
510000,9,41.1595,-3851.95,7.63654,0.262
520000,10,50.7098,-3848.04,5.1659,0.307
530000,8,35.8443,-3842.35,3.64196,0.231667
540000,9,40.7901,-3845.72,5.63152,0.25575
550000,8,35.4556,-3843.32,6.18708,0.258
560000,8,32.2615,-3856.31,5.6316,0.274
570000,5,23.7669,-3878.53,1.52167,0.214
580000,6,25.4819,-3870.46,4.22161,0.228
590000,7,26.0592,-3859.76,4.61611,0.235
600000,5,18.6703,-3852.7,4.09298,0.2106
610000,5,16.2203,-3852.82,4.8737,0.201
620000,6,26.6079,-3877,6.05794,0.296
630000,5,23.0189,-3880.26,2.65617,0.188
640000,5,24.1752,-3877.66,2.8977,0.177
650000,4,18.9624,-3882.69,1.96786,0.1837
660000,5,18.9402,-3854.55,1.9397,0.186
670000,5,19.85,-3865.85,3.7375,0.192
680000,5,16.6608,-3871.9,4.6015,0.239
690000,3,10.4449,-3881.96,1.14292,0.225
700000,6,28.6596,-3857.3,1.56797,0.2458
710000,6,26.6646,-3847.56,2.21949,0.182609
720000,7,32.4887,-3839.91,2.10115,0.205333
730000,6,27.0953,-3863.64,4.01685,0.247
740000,5,19.7238,-3882.68,2.24238,0.238
750000,7,31.3516,-3848.64,6.05294,0.272
760000,8,36.3353,-3846.67,4.08493,0.291
770000,7,26.5298,-3837.02,6.04409,0.247
780000,5,18.979,-3842.81,3.0365,0.181
790000,6,20.557,-3841.42,5.90719,0.14
800000,7,29.441,-3851.78,3.61068,0.25225
810000,5,18.4677,-3841.35,4.07345,0.203
820000,7,29.4878,-3846.52,6.48803,0.237
830000,6,25.7659,-3859.07,2.33921,0.229
840000,6,25.6784,-3843.5,3.22588,0.201
850000,3,12.8217,-3885.13,2.1945,0.221
860000,5,25.2826,-3862.1,1.73586,0.231
870000,5,21.1835,-3865.64,6.06498,0.262
880000,5,20.5849,-3846.99,3.69913,0.224
890000,5,19.2069,-3863.73,6.44693,0.243333
900000,5,23.9062,-3865.81,3.20745,0.243
910000,5,20.9867,-3862.77,3.41119,0.208
920000,3,8.7365,-3884.43,2.45078,0.197167
930000,5,19.9087,-3877.61,2.10908,0.221375
940000,9,41.6575,-3846.76,4.52516,0.285
950000,6,24.2804,-3874.93,2.55683,0.272286
960000,8,33.1662,-3854.39,6.17306,0.252
970000,7,29.1301,-3843.18,4.75309,0.242
980000,5,20.3927,-3874.74,2.7135,0.255667
990000,4,12.5345,-3882.33,2.87385,0.241
1000000,7,30.6331,-3828.32,3.12195,0.218
1010000,6,27.9533,-3831.22,3.10291,0.179
1020000,4,15.9039,-3874.85,3.77122,0.201
1030000,6,24.9705,-3842.41,5.48037,0.239
1040000,6,25.6909,-3835.31,3.94152,0.202
1050000,6,26.6747,-3835.37,4.10639,0.195
1060000,7,31.6368,-3848.23,4.14116,0.257
1070000,3,13.893,-3887.2,1.30988,0.231
1080000,5,19.8452,-3856.94,3.79456,0.194
1090000,9,37.7839,-3824.36,6.92739,0.251
1100000,6,23.4966,-3856.41,3.60767,0.268615
1110000,3,17.6398,-3875.32,0.977258,0.181
1120000,6,27.2926,-3870.84,4.05206,0.252
1130000,6,20.7437,-3856.52,3.06913,0.221
1140000,8,37.7557,-3849.21,2.47196,0.2565
1150000,8,39.2478,-3823.23,2.49545,0.231
1160000,7,29.6195,-3824.68,6.08697,0.211
1170000,6,26.1878,-3832.37,3.87582,0.186
1180000,8,34.2275,-3823.68,3.60263,0.223667
1190000,11,54.042,-3814.6,5.14762,0.309
1200000,6,31.463,-3869.94,2.82095,0.283
1210000,8,34.5292,-3826.57,5.73497,0.257
1220000,8,36.0131,-3833.28,5.78781,0.268
1230000,4,17.6685,-3874.03,2.03653,0.258
1240000,6,31.0802,-3830.47,2.01191,0.221
1250000,7,35.8906,-3832.73,1.11301,0.224
1260000,6,27.7886,-3864.16,3.35512,0.21
1270000,7,34.352,-3869.6,3.78416,0.306
1280000,6,24.501,-3854.68,4.85668,0.257
1290000,7,34.311,-3828.71,5.48981,0.198
1300000,7,30.5373,-3854.12,6.82396,0.262
1310000,9,43.6814,-3824.13,3.84109,0.27
1320000,8,36.7139,-3825.8,2.468,0.235
1330000,12,52.2403,-3827.74,7.84562,0.2655
1340000,7,34.7748,-3832.56,2.73673,0.233
1350000,7,28.5385,-3830.28,3.70437,0.202
1360000,5,21.6558,-3868.63,3.19237,0.185
1370000,7,30.9622,-3831.97,2.28971,0.181
1380000,6,24.3767,-3831.86,4.96226,0.195
1390000,7,29.5457,-3829.67,4.3847,0.181
1400000,8,40.5016,-3848.32,3.40203,0.279
1410000,6,23.4139,-3828.23,6.71907,0.2314
1420000,7,33.9713,-3857.85,6.15374,0.253
1430000,8,34.8981,-3858.5,5.3083,0.301
1440000,6,22.3164,-3832.07,4.57488,0.201
1450000,10,35.3197,-3831.59,9.01928,0.295
1460000,6,23.6313,-3828.31,3.50642,0.142
1470000,8,38.5858,-3848.58,3.5474,0.27
1480000,6,23.9499,-3828.71,3.91275,0.192
1490000,6,23.0916,-3823.93,5.09703,0.162
1500000,10,40.2378,-3826.03,7.39006,0.253
1510000,8,38.6131,-3840.96,5.59124,0.238
1520000,8,27.6201,-3839.05,4.59308,0.226
1530000,8,46.3412,-3842.27,2.34346,0.25625
1540000,12,51.6933,-3818.52,5.67048,0.29
1550000,7,36.2102,-3837.73,2.66563,0.253
1560000,6,23.461,-3843.42,3.38169,0.208
1570000,8,34.5964,-3823.74,2.68487,0.218
1580000,7,33.7847,-3845.09,2.49987,0.2755
1590000,7,30.225,-3844.51,3.81504,0.276
1600000,11,52.2772,-3822.92,6.42288,0.283
1610000,10,45.4284,-3823.98,3.73992,0.249
1620000,7,26.5397,-3825.5,5.54431,0.231391
1630000,6,26.3415,-3831.25,3.97717,0.216
1640000,10,47.928,-3819.99,5.74447,0.269
1650000,12,55.5823,-3817.71,8.08488,0.299
1660000,10,46.5648,-3827.98,5.69921,0.279
1670000,10,50.9978,-3822.19,3.8455,0.28325
1680000,10,45.0314,-3822.85,7.70005,0.233167
1690000,8,33.4518,-3832.13,8.8565,0.266
1700000,7,27.4179,-3820.39,5.04151,0.20575
1710000,9,37.2376,-3832.3,6.07975,0.2526
1720000,6,20.6701,-3864.2,4.61884,0.236
1730000,11,48.961,-3810.53,7.09778,0.253
1740000,9,40.3933,-3814.22,6.45337,0.25
1750000,12,45.6844,-3811.21,9.37898,0.257
1760000,8,35.1223,-3807.45,4.00724,0.216
1770000,10,46.1339,-3810.92,5.05304,0.245
1780000,11,48.7989,-3812.31,6.04934,0.219
1790000,6,26.449,-3870.49,3.39422,0.228606
1800000,10,50.0506,-3815.19,4.4885,0.246333
1810000,9,35.0298,-3810.32,4.21153,0.218
1820000,11,51.205,-3818.61,5.86008,0.248
1830000,7,28.4032,-3812.16,6.02589,0.2
1840000,10,42.8919,-3836.2,5.88425,0.248261
1850000,9,42.4327,-3818.07,2.88363,0.237
1860000,10,42.3045,-3812.72,5.68854,0.212
1870000,7,31.7457,-3815.39,5.75516,0.218
1880000,9,37.8344,-3821.27,10.4019,0.265
1890000,14,66.5038,-3810.86,8.49452,0.24
1900000,9,42.2193,-3813.36,5.63448,0.249
1910000,10,47.3436,-3805.93,6.7991,0.24875
1920000,11,48.7949,-3816.87,9.11112,0.29
1930000,7,28.6339,-3852.44,1.45768,0.244
1940000,7,31.9434,-3829.84,4.1305,0.203286
1950000,8,39.7988,-3810.43,2.95755,0.25
1960000,8,35.3279,-3814.65,2.25169,0.193
1970000,7,28.9021,-3806.33,2.60542,0.186
1980000,10,44.8232,-3836.81,5.20774,0.252
1990000,9,38.8532,-3829.54,2.59648,0.224
2000000,7,26.4765,-3823.38,5.29033,0.242
2010000,6,23.4363,-3833.73,2.54086,0.208833
2020000,9,40.9837,-3833.81,6.62589,0.283
2030000,8,33.6498,-3819.7,6.54275,0.276
2040000,7,33.4516,-3845.18,3.17058,0.253
2050000,10,42.3479,-3819.79,7.63117,0.277
2060000,6,28.8101,-3845.78,1.27291,0.239158
2070000,7,30.2949,-3840.86,4.67147,0.214333
2080000,6,25.2161,-3852.41,6.68954,0.254
2090000,6,28.9703,-3823.11,2.31456,0.17
2100000,7,30.2722,-3828.3,3.84641,0.198
2110000,10,49.6752,-3823.96,4.05267,0.268
2120000,6,23.4104,-3824.94,1.58399,0.236
2130000,7,30.5933,-3830.15,4.5098,0.191
2140000,6,26.6446,-3830.34,6.53548,0.2125
2150000,7,27.6416,-3851.58,3.60833,0.244
2160000,6,31.2748,-3823.51,1.70803,0.2238
2170000,9,39.0222,-3821.25,6.58247,0.2678
2180000,9,37.3404,-3816.63,5.01255,0.244
2190000,6,25.2832,-3843.53,5.58018,0.252143
2200000,8,33.6778,-3815.19,4.54968,0.173
2210000,8,37.7794,-3843.4,3.93428,0.301
2220000,10,42.2015,-3811.67,6.17968,0.264
2230000,8,35.4709,-3835.9,4.07176,0.261417
2240000,9,39.1784,-3815.71,3.82578,0.214
2250000,7,31.0026,-3827.79,1.38587,0.155
2260000,6,26.4411,-3843.45,3.14565,0.254593
2270000,8,36.9477,-3826,3.73319,0.223
2280000,6,23.1846,-3846.46,4.32441,0.257
2290000,6,25.9904,-3853.07,3.65639,0.210833
2300000,7,28.2713,-3826.78,6.01524,0.194222
2310000,5,22.9338,-3844.1,2.82523,0.236
2320000,8,34.9767,-3815.12,2.96124,0.187
2330000,8,34.7832,-3825.7,2.91997,0.215778
2340000,8,30.324,-3824.21,6.32959,0.232
2350000,11,49.7216,-3810.63,3.31258,0.185625
2360000,6,24.7362,-3834.54,5.46471,0.243625
2370000,6,24.2372,-3852.97,5.5376,0.219091
2380000,9,38.8741,-3811.94,4.80559,0.243
2390000,7,32.2922,-3827.82,4.20889,0.233833
2400000,9,42.9141,-3817.6,4.16647,0.2578
2410000,7,30.1004,-3830.69,5.87817,0.230714
2420000,9,33.7193,-3827.74,7.90531,0.234
2430000,7,33.6121,-3827.33,2.39652,0.22
2440000,6,25.4707,-3843.62,2.62174,0.240875
2450000,8,36.8812,-3816.23,5.22391,0.245
2460000,9,42.5378,-3824,5.71784,0.237667
2470000,8,35.616,-3824.43,5.89795,0.226
2480000,10,45.1007,-3841.46,4.67829,0.2506
2490000,8,38.9542,-3822.39,3.39558,0.25
2500000,13,63.4071,-3820.98,6.16309,0.298
2510000,9,37.3831,-3830.21,5.7309,0.256
2520000,8,36.1901,-3826.96,7.2651,0.237
2530000,8,41.0416,-3812.49,2.45914,0.201
2540000,6,25.7064,-3854.66,3.74912,0.257033
2550000,7,31.6277,-3821.84,5.00061,0.186
2560000,8,33.0484,-3832.28,6.08699,0.243
2570000,8,38.6012,-3820.94,2.60966,0.2585
2580000,7,28.4594,-3822.94,3.04534,0.215
2590000,10,46.1268,-3816.77,4.54026,0.205
2600000,8,33.7191,-3833.72,2.77491,0.281
2610000,9,38.967,-3820.88,5.4838,0.257
2620000,9,44.6992,-3816.83,3.65349,0.298
2630000,7,30.3999,-3832.75,3.42777,0.248059
2640000,8,40.8472,-3821.99,2.64341,0.232
2650000,9,40.7719,-3807.76,4.39307,0.252778
2660000,11,46.1607,-3809.21,7.41727,0.285
2670000,9,43.6837,-3820.28,3.70933,0.231
2680000,9,47.4124,-3816.58,4.44882,0.2465
2690000,10,50.5597,-3815.65,3.92837,0.268
2700000,9,43.7898,-3826.09,4.53428,0.264
2710000,8,31.7825,-3837.37,7.15186,0.263667
2720000,8,36.5343,-3817.05,3.70953,0.227
2730000,8,36.012,-3821.62,5.08379,0.208
2740000,8,37.9107,-3820.28,4.96305,0.212
2750000,8,38.6884,-3816.1,4.65728,0.206
2760000,8,35.5478,-3820.81,4.25998,0.221889
2770000,7,34.1339,-3828,2.53497,0.203
2780000,7,32.8234,-3817.78,4.52839,0.218
2790000,8,40.2903,-3817.46,4.00019,0.219
2800000,6,20.4898,-3839.98,4.34916,0.219
2810000,11,53.0868,-3814.65,7.75332,0.267769
2820000,10,46.0878,-3813.27,4.51389,0.264
2830000,7,31.6615,-3819.26,5.8968,0.202
2840000,10,45.4097,-3834.44,6.10246,0.245
2850000,8,38.4958,-3816.43,5.61018,0.233
2860000,10,41.7926,-3824.59,8.98457,0.293
2870000,10,50.9749,-3815.07,3.67091,0.266
2880000,10,45.8657,-3814.4,5.20744,0.2545
2890000,9,40.8716,-3821.3,4.16494,0.215
2900000,9,34.5735,-3819.5,7.51154,0.198
2910000,8,32.5219,-3840.37,4.17426,0.181
2920000,8,32.419,-3812.58,6.30409,0.193
2930000,7,27.6011,-3821.59,4.70436,0.207
2940000,8,34.183,-3820.69,4.10551,0.2374
2950000,7,30.348,-3818.83,4.17806,0.248
2960000,9,39.7501,-3820.56,4.23665,0.243
2970000,8,39.979,-3818.92,3.21999,0.226
2980000,7,29.131,-3835.87,1.58795,0.214
2990000,9,39.0753,-3815.91,5.92809,0.23325
3000000,8,35.8414,-3820.01,4.58581,0.205
3010000,8,27.2346,-3827.6,5.33514,0.236
3020000,10,46.8006,-3819.56,5.45585,0.271
3030000,11,46.6887,-3818.08,6.65319,0.275
3040000,8,30.4324,-3815.59,6.5869,0.209
3050000,8,34.7195,-3815.85,2.31178,0.249
3060000,11,50.1199,-3810.6,3.35472,0.218
3070000,9,39.8416,-3807.73,5.84091,0.29
3080000,7,32.1188,-3817.8,3.52661,0.198
3090000,6,24.5679,-3823.72,3.45671,0.185
3100000,10,40.5304,-3813.45,4.93855,0.22825
3110000,13,54.3466,-3799.78,9.42876,0.267
3120000,14,60.0573,-3804.11,7.15547,0.27
3130000,10,45.1771,-3813.39,4.96826,0.273
3140000,11,51.1884,-3819.64,4.56749,0.28
3150000,9,42.0903,-3814.9,5.19793,0.25175
3160000,8,33.7268,-3831.42,1.41106,0.227609
3170000,11,46.787,-3808.12,5.74924,0.279
3180000,9,38.0563,-3827.52,6.63918,0.252
3190000,8,37.7444,-3832.07,4.95435,0.258
3200000,7,33.9109,-3833.44,3.21041,0.2176
3210000,6,22.5413,-3830.99,5.77068,0.221
3220000,9,30.5063,-3826.15,6.95524,0.265
3230000,8,35.6713,-3809.12,6.33372,0.23775
3240000,7,23.3028,-3829.75,4.62281,0.211667
3250000,11,54.0049,-3818.6,3.12234,0.237
3260000,7,27.4078,-3816.77,3.6584,0.194
3270000,7,25.8841,-3821.7,9.36891,0.243353
3280000,10,36.9779,-3821,5.32901,0.227
3290000,8,29.8747,-3816.49,3.00301,0.22
3300000,7,28.3533,-3825.25,2.76933,0.181667
3310000,9,40.5922,-3816.73,7.73545,0.238857
3320000,6,27.7452,-3821.56,2.45317,0.179
3330000,8,38.9045,-3821.27,4.31868,0.225
3340000,7,32.3753,-3823.37,4.62208,0.261
3350000,7,35.4062,-3828.23,3.92098,0.228
3360000,8,31.2471,-3819.14,5.38769,0.202
3370000,7,31.1308,-3824.39,3.87749,0.227625
3380000,8,33.5763,-3828,2.41073,0.218
3390000,7,28.0062,-3826.54,5.1803,0.2176
3400000,6,27.4736,-3825.39,2.49746,0.226
3410000,8,36.6703,-3830.24,4.27825,0.301
3420000,8,35.7196,-3824.14,3.70588,0.273
3430000,7,27.0736,-3817.27,5.27727,0.174
3440000,6,23.9487,-3824.86,3.64853,0.18
3450000,9,35.1326,-3814.16,5.95414,0.262
3460000,7,31.5444,-3823.4,3.33861,0.234844
3470000,7,26.1744,-3820.7,2.72933,0.18
3480000,9,38.8042,-3817.15,4.17574,0.2775
3490000,7,32.0501,-3828.82,4.7825,0.227
3500000,8,29.0535,-3830.74,6.81402,0.184
3510000,8,29.1625,-3810.65,4.69697,0.180333
3520000,9,42.3577,-3819.26,3.83985,0.244
3530000,7,32.761,-3821.33,4.45406,0.215167
3540000,7,20.2029,-3819.05,8.15712,0.166
3550000,7,30.2814,-3825.5,4.85832,0.253
3560000,8,36.6397,-3828.74,3.12863,0.208
3570000,7,31.6918,-3830.69,4.36831,0.198
3580000,8,32.7882,-3815.82,2.376,0.171
3590000,9,32.5434,-3818.51,8.83406,0.209667
3600000,8,30.5655,-3829.58,2.73415,0.232
3610000,7,29.3781,-3827.94,2.81249,0.159
3620000,7,31.5339,-3819.27,4.3969,0.21
3630000,7,28.8332,-3812.59,3.47543,0.184
3640000,8,38.5571,-3821.01,3.53349,0.24
3650000,9,37.0317,-3806.7,4.52026,0.258
3660000,8,32.6606,-3816.3,4.64881,0.223
3670000,10,45.9028,-3802.99,4.28413,0.242
3680000,8,35.9309,-3816.35,3.73972,0.23375
3690000,8,35.5866,-3811.02,4.8702,0.236
3700000,9,40.2954,-3809.22,4.36722,0.231667
3710000,9,35.1244,-3811.74,6.12913,0.236111
3720000,8,35.9158,-3824.36,1.94591,0.219833
3730000,8,36.0456,-3811.27,4.03596,0.1976
3740000,6,24.9699,-3832.25,2.20125,0.207714
3750000,11,48.0777,-3804.18,5.06471,0.257
3760000,9,39.9659,-3818.58,5.65669,0.250529
3770000,9,46.1778,-3812.07,1.90153,0.239
3780000,8,36.7154,-3809.02,4.89439,0.22825
3790000,8,30.4392,-3815.79,6.76406,0.262125
3800000,10,42.162,-3802.48,5.64815,0.254
3810000,10,45.4757,-3804.55,4.86572,0.203
3820000,7,31.6216,-3824.29,1.81398,0.247
3830000,11,50.2509,-3811.03,4.97644,0.243
3840000,9,35.3176,-3813.93,4.61814,0.223
3850000,8,32.9917,-3819.02,5.69501,0.253
3860000,7,30.0964,-3821.94,4.16097,0.223
3870000,9,41.5243,-3808.79,4.90054,0.229333
3880000,9,43.1223,-3813.26,2.76998,0.242
3890000,10,45.4244,-3811.26,6.82789,0.234
3900000,7,29.8096,-3823.49,5.07082,0.243267
3910000,11,45.1401,-3801.08,8.41045,0.257
3920000,8,33.3148,-3820.37,4.4464,0.2275
3930000,7,28.3171,-3814,3.06212,0.201
3940000,11,51.6949,-3812.37,5.69057,0.282
3950000,10,43.6508,-3816.1,3.24906,0.257
3960000,9,33.5289,-3819.44,3.529,0.203176
3970000,10,43.1968,-3814.12,5.19922,0.27
3980000,7,27.6134,-3816.28,3.73047,0.183333
3990000,8,34.6638,-3818,5.44952,0.201
4000000,9,38.0891,-3806.33,3.58646,0.218667
4010000,8,32.3457,-3820.43,7.02633,0.192
4020000,7,29.7191,-3823.68,2.91101,0.188
4030000,8,36.5762,-3823.13,3.47863,0.231
4040000,9,43.0405,-3813.26,3.70439,0.217
4050000,8,38.5714,-3814.97,4.65676,0.247
4060000,7,32.4737,-3823.54,2.6325,0.2175
4070000,6,23.9093,-3828.33,3.99525,0.193231
4080000,9,35.6867,-3818.65,5.47216,0.238429
4090000,6,22.8202,-3838.72,3.18288,0.1935
4100000,7,30.2953,-3827.57,3.22489,0.213727
4110000,9,39.0201,-3809.65,4.89589,0.241
4120000,8,36.6838,-3812.25,4.03036,0.227636
4130000,9,34.9805,-3830.5,6.28615,0.2266
4140000,9,37.4587,-3808.04,5.5946,0.278
4150000,8,35.5189,-3818.13,4.39417,0.209
4160000,6,24.7795,-3824.13,3.18679,0.224667
4170000,6,22.7982,-3824.8,2.91879,0.221609
4180000,8,34.3137,-3820.47,5.4835,0.237
4190000,7,28.8482,-3819.14,4.6593,0.248
4200000,6,23.4082,-3829.39,2.64218,0.210083
4210000,8,36.1535,-3823.63,4.22024,0.219
4220000,6,24.5817,-3831.1,2.71567,0.224
4230000,7,25.5168,-3827.25,6.14992,0.238
4240000,7,27.4838,-3824.05,1.86174,0.217
4250000,8,32.8043,-3824.84,5.44446,0.218333
4260000,6,21.7634,-3832.46,4.16183,0.229
4270000,9,35.7676,-3825,3.68372,0.201
4280000,9,36.8157,-3821.31,6.36397,0.24
4290000,9,37.0391,-3822.46,3.76513,0.236
4300000,10,43.2454,-3818.19,5.33185,0.252
4310000,8,34.0705,-3815.68,2.83889,0.157
4320000,7,25.1459,-3828.42,3.3889,0.189857
4330000,8,35.8374,-3822.23,4.73167,0.208267
4340000,8,39.3246,-3825.05,4.1193,0.211
4350000,9,41.1744,-3816.61,6.18105,0.251
4360000,7,27.9356,-3822.53,6.26157,0.232429
4370000,7,31.5604,-3830.77,3.99709,0.194333
4380000,7,35.0576,-3817.13,2.19468,0.234
4390000,7,33.1729,-3828.16,3.10809,0.208667
4400000,6,19.8428,-3831.46,2.65556,0.208167
4410000,9,40.6073,-3816.46,5.44723,0.203
4420000,6,26.9051,-3830.76,2.26655,0.207
4430000,7,27.652,-3823.64,5.84918,0.2155
4440000,9,33.5733,-3816.99,5.27465,0.241
4450000,8,33.3165,-3819.44,3.84134,0.276
4460000,8,37.474,-3819.26,2.81419,0.21
4470000,6,29.2702,-3824.98,0.953281,0.195
4480000,7,28.0458,-3827.96,5.5979,0.203778
4490000,6,27.0813,-3828.23,2.64457,0.182
4500000,7,28.9418,-3830.98,4.51632,0.28
4510000,7,27.8369,-3828.53,5.91569,0.199
4520000,8,33.2487,-3819.17,3.84155,0.231
4530000,7,26.6198,-3820.08,3.22724,0.188
4540000,7,29.4324,-3827.16,3.43231,0.196
4550000,6,23.1475,-3826.07,4.07501,0.185812
4560000,9,43.952,-3826.51,2.57775,0.275
4570000,6,24.4235,-3822.41,3.34194,0.178
4580000,8,32.5774,-3813.87,6.96023,0.226722
4590000,7,30.1086,-3828.74,4.28601,0.215
4600000,6,27.4938,-3827.05,2.51689,0.23525
4610000,7,28.2309,-3822.37,4.47175,0.224
4620000,6,23.6758,-3826.7,2.02745,0.2098
4630000,7,30.9131,-3830.57,5.067,0.238545
4640000,7,31.0854,-3826.71,3.37955,0.224
4650000,6,25.1304,-3824.85,3.17846,0.19
4660000,6,24.5022,-3826.28,4.99551,0.186
4670000,6,23.2713,-3823.97,7.06943,0.181
4680000,6,24.2272,-3824.4,4.02872,0.175
4690000,7,28.4605,-3819.14,4.20555,0.244
4700000,7,30.8688,-3834.45,4.247,0.231571
4710000,9,38.8257,-3828.6,4.75967,0.201
4720000,6,25.0821,-3835.52,5.01561,0.197
4730000,6,29.2427,-3826.87,1.5275,0.223
4740000,6,23.8731,-3829.38,4.66615,0.2265
4750000,9,41.3142,-3824.16,6.62848,0.266
4760000,6,24.6203,-3836.33,6.93341,0.252
4770000,8,38.2344,-3829.8,3.25328,0.2204
4780000,9,35.8875,-3825.13,3.39397,0.245
4790000,8,37.0313,-3814.82,4.02683,0.278
4800000,6,27.2565,-3828.48,3.12883,0.208
4810000,7,33.5851,-3821.48,2.05195,0.231
4820000,7,28.0756,-3825.47,4.91206,0.233944
4830000,6,23.2367,-3824.34,4.3463,0.226389
4840000,6,25.3302,-3832.22,4.48618,0.18775
4850000,8,34.8235,-3818.63,3.0661,0.2183
4860000,8,30.6453,-3825.04,9.78255,0.2688
4870000,8,35.686,-3828.94,3.10258,0.274
4880000,6,26.5001,-3832.95,1.76311,0.171
4890000,7,26.486,-3823.08,5.4702,0.25
4900000,6,24.542,-3828.68,3.44582,0.24
4910000,7,33.6392,-3826.84,3.56213,0.23
4920000,8,33.1094,-3813.76,5.35029,0.186
4930000,8,32.952,-3818.1,4.83921,0.271
4940000,6,23.3768,-3826.8,4.61682,0.207
4950000,8,37.529,-3826.35,4.07082,0.239
4960000,8,35.5451,-3819.82,3.69349,0.199
4970000,8,29.7366,-3816.49,8.0984,0.213
4980000,8,31.5406,-3817,5.499,0.19
4990000,7,30.4137,-3822.93,3.12487,0.20525
5000000,8,35.4145,-3824.63,4.50918,0.23
5010000,7,29.9404,-3819.22,3.9036,0.2
5020000,6,25.476,-3828.13,4.05148,0.218
5030000,6,26.0947,-3823.05,3.95641,0.192923
5040000,7,33.3957,-3818.65,3.29353,0.246
5050000,7,33.4204,-3823.34,2.24913,0.253
5060000,9,40.7568,-3819.09,6.29559,0.234333
5070000,9,40.6571,-3829.05,4.04638,0.269
5080000,8,36.8123,-3824.98,6.89673,0.244692
5090000,7,31.8469,-3828.74,2.91811,0.204
5100000,6,27.055,-3825.46,2.15121,0.202
5110000,9,34.4883,-3820,5.30937,0.233833
5120000,8,33.8109,-3819.09,3.66497,0.194
5130000,7,31.2764,-3821.99,4.52574,0.2065
5140000,7,27.7913,-3823.18,4.74157,0.2205
5150000,10,43.5689,-3816.29,6.39816,0.275
5160000,9,40.4085,-3823.15,3.87687,0.2465
5170000,7,34.0029,-3828.9,3.4398,0.22
5180000,7,29.3822,-3827.6,3.60702,0.2
5190000,9,36.7588,-3822.6,6.37584,0.262
5200000,8,38.0746,-3812.09,2.86479,0.231
5210000,8,37.117,-3819.8,4.90438,0.1965
5220000,9,42.1818,-3816.49,4.03061,0.237
5230000,10,47.2297,-3819.05,3.50321,0.268
5240000,7,28.8981,-3824.79,3.07146,0.24575
5250000,6,27.1479,-3825.29,2.24262,0.2115
5260000,7,28.2188,-3829.87,3.88822,0.178
5270000,6,25.0922,-3827.04,2.76511,0.208
5280000,9,30.7516,-3821.43,9.26002,0.239
5290000,6,23.6385,-3823.93,4.57817,0.208071
5300000,6,22.6557,-3829.53,2.09805,0.136
5310000,6,26.2698,-3824.1,2.91906,0.235
5320000,7,28.3117,-3829.07,4.8005,0.193
5330000,7,29.923,-3827.69,4.23634,0.195429
5340000,7,31.7918,-3824.28,3.35499,0.2422
5350000,7,23.8295,-3821.98,5.05903,0.158
5360000,6,23.9196,-3827.72,5.51024,0.21
5370000,7,33.711,-3841.11,1.47981,0.271
