generation,N_shifts,logPrior,logLik,eventRate,acceptRate
16160000,11,48.2973,-3803.23,5.29578,0.248
16170000,13,63.0165,-3800.83,6.89484,0.265
16180000,8,33.8526,-3816.2,3.97941,0.225
16190000,11,49.2657,-3802.83,4.71423,0.208
16200000,7,28.1443,-3822.66,5.76333,0.198
16210000,8,36.1947,-3817.63,4.35735,0.192
16220000,8,32.0496,-3806.31,4.92278,0.2295
16230000,8,31.828,-3826.94,3.76281,0.254333
16240000,6,19.5719,-3826.79,4.15051,0.1855
16250000,13,56.8312,-3797.11,8.07614,0.207
16260000,14,58.7605,-3801.04,8.02804,0.22
16270000,14,64.482,-3790.13,6.30745,0.255
16280000,14,60.5307,-3789,8.77935,0.246
16290000,13,61.0157,-3790.66,7.57912,0.279
16300000,10,40.172,-3803.11,3.76488,0.2504
16310000,12,55.1142,-3802.29,6.01787,0.258
16320000,12,51.8061,-3793.68,7.67142,0.222
16330000,9,37.1254,-3811.46,2.89162,0.22
16340000,8,33.661,-3825.88,4.37663,0.211
16350000,10,35.7905,-3810.75,10.7129,0.252
16360000,11,48.9433,-3804.52,5.48421,0.194
16370000,10,44.8273,-3805.25,3.38917,0.214667
16380000,8,30.2664,-3827.91,4.77553,0.226182
16390000,11,49.0263,-3806.11,5.97924,0.241
16400000,7,26.245,-3829.68,4.48215,0.185
16410000,9,39.0597,-3810.55,4.893,0.213
16420000,11,48.3648,-3802.95,4.02057,0.25
16430000,6,23.6086,-3833.03,0.938056,0.220071
16440000,13,54.4547,-3804.94,2.80664,0.247
16450000,10,42.6366,-3800.77,2.8149,0.2122
16460000,8,26.889,-3820.4,7.00842,0.251667
16470000,11,47.3131,-3807.56,6.12385,0.288
16480000,11,46.2551,-3805.26,8.40802,0.2275
16490000,9,39.4349,-3806.35,5.07103,0.207
16500000,11,53.0534,-3807.36,4.26437,0.229
16510000,9,41.2179,-3815.51,4.40108,0.234667
16520000,6,24.5933,-3824.88,2.99934,0.2005
16530000,7,27.4376,-3829.52,3.54541,0.210333
16540000,7,24.014,-3827.9,3.07646,0.231
16550000,6,23.7372,-3832.08,2.73878,0.210556
16560000,7,29.8888,-3823.46,4.53598,0.255
16570000,7,25.683,-3826.25,2.77524,0.227
16580000,7,30.8057,-3825.33,1.83405,0.185
16590000,8,33.1614,-3820.76,2.94551,0.221077
16600000,11,48.7255,-3795.58,6.73486,0.232
16610000,7,30.3421,-3833.28,5.16619,0.21919
16620000,12,54.9544,-3802.03,5.31894,0.228937
16630000,11,50.6033,-3800.82,4.24361,0.233
16640000,12,41.7323,-3807.44,9.72701,0.26
16650000,7,27.4717,-3825.86,4.36622,0.22
16660000,8,30.2463,-3816.1,2.17801,0.205
16670000,9,33.9878,-3823.24,5.35055,0.2245
16680000,7,31.5661,-3823.64,1.70103,0.209
16690000,8,39.6739,-3817.03,3.9473,0.223
16700000,7,27.09,-3822.37,4.30903,0.181167
16710000,9,41.3848,-3810.73,5.47695,0.224316
16720000,7,28.2369,-3822.67,5.04451,0.234333
16730000,8,41.1049,-3830.05,3.48075,0.2055
16740000,7,29.1507,-3824.08,2.34388,0.209
16750000,7,27.2238,-3813.11,3.85531,0.171
16760000,8,40.1985,-3827.61,3.19239,0.249667
16770000,7,30.3363,-3824.17,3.13765,0.167
16780000,7,26.5575,-3829.54,3.45306,0.224
16790000,8,35.7502,-3826.2,3.72793,0.231143
16800000,9,31.2164,-3809.52,5.26922,0.239
16810000,7,26.3524,-3831.18,3.64192,0.2135
16820000,10,44.3541,-3818.68,4.62136,0.238
16830000,9,41.719,-3824.02,2.82608,0.248
16840000,10,41.0451,-3803.89,4.28961,0.253
16850000,6,20.5658,-3825.67,3.379,0.2528
16860000,8,28.7959,-3823.79,7.62688,0.21475
16870000,8,35.673,-3834.1,2.85189,0.225
16880000,6,24.6568,-3829.93,3.60322,0.2085
16890000,8,34.6646,-3830.65,4.46165,0.251
16900000,7,30.3548,-3822.97,4.52174,0.231
16910000,8,34.8465,-3828.92,4.15826,0.248667
16920000,8,33.6148,-3815.67,6.49447,0.230111
16930000,6,18.9889,-3825.42,3.64851,0.202
16940000,7,19.5278,-3824.26,5.16546,0.194
16950000,7,25.7551,-3822.73,3.72309,0.200333
16960000,8,29.963,-3824.8,4.58995,0.233667
16970000,6,23.5538,-3824.5,5.32606,0.201786
16980000,7,24.6293,-3830.27,2.18721,0.209
16990000,9,41.1197,-3819.23,3.70325,0.257
17000000,7,32.2131,-3815.8,4.03217,0.194
17010000,7,30.7501,-3820.24,5.25833,0.216
17020000,8,33.1563,-3813.83,6.24817,0.227
17030000,8,36.3628,-3822.97,3.73057,0.264
17040000,6,25.3682,-3825.8,4.13562,0.212667
17050000,9,34.6286,-3814.2,4.85394,0.254
17060000,8,32.2994,-3817.42,4.28042,0.216
17070000,10,43.881,-3811.69,5.14774,0.26
17080000,8,35.3004,-3827.23,3.95453,0.247
17090000,7,29.5669,-3824.74,4.15116,0.244
17100000,9,44.3608,-3816.45,4.0297,0.212
17110000,7,31.4285,-3825.43,3.28666,0.232615
17120000,7,29.9152,-3823.54,1.90402,0.209
17130000,13,51.3436,-3809.36,10.0209,0.248
17140000,6,26.078,-3825.34,2.31692,0.189938
17150000,8,27.2528,-3810.62,3.55868,0.182727
17160000,8,28.5333,-3811.04,3.50069,0.191
17170000,10,37.0196,-3806.3,7.07818,0.1996
17180000,8,28.4075,-3814.47,7.19327,0.2083
17190000,7,30.7773,-3822.77,3.19433,0.212
17200000,7,31.7331,-3827.46,3.18562,0.236
17210000,6,20.8486,-3818.81,3.20337,0.1996
17220000,8,36.181,-3818.41,5.44534,0.221
17230000,7,30.4936,-3825.62,3.04961,0.19
17240000,8,31.6852,-3819.99,5.56174,0.248
17250000,7,26.8116,-3817.66,1.62462,0.1771
17260000,6,18.7068,-3820.48,3.42159,0.18975
17270000,6,26.8892,-3822.68,2.43632,0.202333
17280000,10,42.7296,-3817.4,4.38083,0.268
17290000,6,24.8889,-3821.46,1.47203,0.19
17300000,7,32.1582,-3826.43,4.96088,0.166
17310000,7,30.8375,-3826.49,3.78585,0.24
17320000,8,29.1023,-3820.47,3.55004,0.208
17330000,10,39.282,-3833.81,4.69795,0.227
17340000,8,35.8652,-3820.74,4.80617,0.259
17350000,8,28.9521,-3816.33,7.04091,0.193875
17360000,7,27.0627,-3819.56,5.33276,0.181
17370000,7,31.5864,-3820.76,2.88975,0.239333
17380000,8,32.8486,-3816.11,5.24063,0.239
17390000,7,28.1698,-3825.19,6.83344,0.2335
17400000,6,23.5694,-3827.09,4.35481,0.174
17410000,9,37.8817,-3822.25,4.30934,0.2342
17420000,7,27.8424,-3814.97,6.5228,0.189
17430000,7,31.0464,-3828.2,5.06131,0.232
17440000,6,29.1486,-3831.59,1.04545,0.228
17450000,8,33.8481,-3822.44,4.10291,0.2274
17460000,7,35.4506,-3821.32,3.30827,0.244
17470000,12,49.826,-3804.12,5.00449,0.258
17480000,6,26.4481,-3826.98,3.4119,0.189
17490000,8,28.7625,-3810.3,5.67645,0.179
17500000,8,38.9521,-3837.56,2.61666,0.289
17510000,8,38.1549,-3825.3,3.8299,0.244
17520000,7,35.081,-3830.92,2.85308,0.266
17530000,7,28.5984,-3806.64,3.07809,0.2226
17540000,9,35.8012,-3809.07,4.53033,0.2094
17550000,6,23.1885,-3825.51,5.46323,0.203444
17560000,6,18.8345,-3823.52,4.98631,0.246452
17570000,9,39.8422,-3809.62,7.8825,0.210437
17580000,11,45.4435,-3804.16,3.62015,0.277
17590000,6,26.4603,-3830.56,4.39069,0.206
17600000,6,23.246,-3830,5.17093,0.195
17610000,7,26.2199,-3815.18,6.30962,0.209
17620000,7,25.6345,-3811.32,5.98811,0.194
17630000,10,43.6464,-3813.24,6.15381,0.266
17640000,8,37.792,-3827.39,3.62711,0.222
17650000,7,28.3056,-3825.98,2.75112,0.221333
17660000,6,26.292,-3830.95,2.3279,0.237
17670000,8,39.3357,-3823.47,2.09974,0.232286
17680000,12,48.9427,-3792.94,6.2702,0.246745
17690000,7,27.9131,-3822.45,6.6,0.229
17700000,8,33.104,-3804.89,5.81859,0.23
17710000,7,34.0626,-3828.22,1.73667,0.230667
17720000,9,40.3694,-3806.45,3.85789,0.267
17730000,8,38.6862,-3806.73,2.78872,0.259
17740000,8,39.1293,-3831.23,4.63245,0.224
17750000,7,28.3638,-3831.39,3.58473,0.206455
17760000,10,40.7608,-3795.48,6.4521,0.207
17770000,10,45.1183,-3794.84,4.57048,0.242
17780000,12,53.0705,-3791.45,3.97281,0.264
17790000,7,30.36,-3832.51,3.05171,0.208
17800000,7,31.0217,-3819.13,5.22914,0.196304
17810000,12,52.82,-3805.76,5.85838,0.267
17820000,9,38.5555,-3811.22,6.15712,0.2205
17830000,8,37.257,-3813.47,2.05987,0.233
17840000,7,26.572,-3824.33,2.72658,0.23
17850000,10,44.3017,-3815.04,2.71242,0.24
17860000,8,35.4929,-3812.37,4.10442,0.229
17870000,11,51.9035,-3807.43,7.5102,0.275
17880000,8,36.443,-3814.77,6.02221,0.2362
17890000,6,26.6891,-3826.22,3.35906,0.161
17900000,7,28.8369,-3819.44,4.14391,0.188
17910000,6,23.2508,-3831.59,2.97957,0.179
17920000,10,41.3725,-3816.77,8.23243,0.24
17930000,8,34.3452,-3822.37,4.54953,0.217
17940000,8,32.7686,-3816.45,4.13929,0.182
17950000,6,21.5094,-3825.84,10.2907,0.212667
17960000,9,37.5629,-3818.63,5.33818,0.227
17970000,8,33.7061,-3817.11,5.51371,0.224
17980000,11,39.2629,-3811.74,8.30723,0.268
17990000,7,35.6108,-3828.42,1.93463,0.222781
18000000,8,36.7376,-3821.39,3.09711,0.223
18010000,7,32.2497,-3827.9,4.13087,0.2326
18020000,9,36.9271,-3819.59,6.09712,0.237
18030000,9,37.7773,-3814.49,5.07324,0.264
18040000,7,27.3173,-3830.06,4.62379,0.1825
18050000,9,39.2317,-3809.53,3.56592,0.218
18060000,8,40.3473,-3824.37,2.51353,0.26525
18070000,11,44.0995,-3811.45,6.72329,0.246
18080000,10,38.4683,-3829.84,7.01338,0.299
18090000,11,46.5504,-3803.39,6.30026,0.286
18100000,11,50.0895,-3800.08,4.26875,0.276
18110000,10,41.3915,-3803.36,6.44679,0.2415
18120000,8,34.2217,-3830.66,4.37038,0.249
18130000,12,51.2359,-3806.66,4.71112,0.249
18140000,9,44.6627,-3820.39,4.94509,0.241
18150000,7,25.8043,-3824.56,2.98222,0.237533
18160000,8,31.1351,-3815.03,5.6117,0.2035
18170000,9,43.8483,-3815.27,2.74436,0.207
18180000,8,35.2646,-3818.58,4.38105,0.228
18190000,9,32.4051,-3808.24,3.58752,0.192
18200000,8,33.8092,-3820.35,6.10269,0.201
18210000,9,43.4122,-3820.5,3.99862,0.283
18220000,8,38.9649,-3821.25,4.86046,0.23
18230000,8,35.7527,-3809.46,3.26714,0.218667
18240000,9,39.9441,-3817.18,3.99478,0.253
18250000,9,41.1768,-3815.72,5.21296,0.250667
18260000,10,45.2196,-3820.03,5.17218,0.282
18270000,8,36.6136,-3824.7,3.11968,0.249
18280000,8,34.347,-3819.38,4.18767,0.2355
18290000,11,44.3002,-3813.3,3.46282,0.271
18300000,9,38.2385,-3812.56,6.05038,0.226167
18310000,8,33.7573,-3814.69,6.15789,0.249
18320000,9,43.0893,-3806.44,4.85946,0.255
18330000,9,37.2889,-3823.6,5.26784,0.2475
18340000,8,37.5386,-3810.74,4.50392,0.213
18350000,8,34.3755,-3826.27,3.89709,0.166
18360000,9,39.2925,-3817.25,4.24984,0.274
18370000,9,36.0421,-3811.8,5.64548,0.286833
18380000,7,26.9651,-3822.61,2.01708,0.224333
18390000,11,50.4271,-3804.61,4.28887,0.282
18400000,11,49.8779,-3800.61,8.89286,0.277
18410000,8,32.0752,-3824.24,5.36965,0.214231
18420000,9,40.1901,-3822.8,2.50374,0.212
18430000,9,40.1747,-3813.94,3.64931,0.22
18440000,12,50.6941,-3803.69,6.864,0.289
18450000,8,31.7657,-3820.72,4.08134,0.209
18460000,9,32.0245,-3806.01,4.24561,0.193
18470000,8,34.2093,-3805.42,4.09827,0.189
18480000,10,43.5401,-3800.34,5.98204,0.23775
18490000,11,48.8755,-3799.69,6.48105,0.233
18500000,7,32.3499,-3831.56,4.17902,0.252
18510000,7,24.9063,-3825.37,2.07485,0.185
18520000,9,30.2034,-3819.77,5.82987,0.249
18530000,9,41.6803,-3808.49,4.41817,0.248
18540000,7,25.3992,-3825.15,3.23703,0.203
18550000,9,39.6747,-3808.22,2.72066,0.224
18560000,9,38.5041,-3812.63,4.11211,0.2025
18570000,8,33.497,-3818.12,5.09194,0.2098
18580000,7,27.0981,-3827.22,2.73793,0.205
18590000,7,28.1566,-3823.01,4.63816,0.188
18600000,7,29.8073,-3821.47,3.83421,0.163
18610000,10,44.3395,-3818.99,9.20999,0.2055
18620000,7,32.3837,-3821.18,3.31017,0.178
18630000,9,33.4232,-3826.38,5.35761,0.217714
18640000,7,26.5356,-3821.42,5.09304,0.209
18650000,8,36.409,-3827.63,4.61146,0.187
18660000,9,39.3758,-3815.93,4.5421,0.1888
18670000,7,24.6009,-3816.28,5.77806,0.1975
18680000,8,32.7967,-3823.98,1.23769,0.225429
18690000,7,22.66,-3826.49,3.93505,0.2
18700000,9,41.9192,-3802.24,5.59971,0.225
18710000,7,28.9976,-3806.61,5.44304,0.21
18720000,8,27.0631,-3820.65,4.78309,0.207
18730000,8,33.5209,-3807.83,6.64794,0.196
18740000,8,36.3157,-3809.8,2.79069,0.226
18750000,9,31.644,-3830.26,5.07311,0.199083
18760000,9,38.4293,-3810.23,6.33831,0.245
18770000,6,23.935,-3832.08,4.90816,0.193143
18780000,6,24.575,-3835.24,4.70649,0.2006
18790000,8,37.5518,-3816.19,3.71299,0.216
18800000,9,43.3103,-3817.16,5.04646,0.27
18810000,8,28.7491,-3806.64,4.53978,0.21
18820000,7,34.3421,-3810.43,2.69669,0.252
18830000,8,33.1891,-3830.61,5.718,0.2168
18840000,10,50.5441,-3808.18,4.62318,0.273
18850000,7,30.8369,-3817.4,4.11093,0.186
18860000,9,40.0708,-3821.57,9.28029,0.22175
18870000,7,30.3848,-3823.56,4.62152,0.247273
18880000,8,39.4758,-3820.81,2.21649,0.246
18890000,8,31.7331,-3818.68,4.72481,0.235
18900000,8,40.9356,-3825.77,3.40198,0.28
18910000,12,55.6839,-3823.67,5.53172,0.228
18920000,11,47.8307,-3803.35,4.70382,0.243
18930000,11,48.7156,-3812.47,5.93333,0.252
18940000,9,42.0174,-3809.42,2.40827,0.216
18950000,9,40.3204,-3809.91,5.33928,0.262667
18960000,7,32.9788,-3829.93,3.35867,0.1896
18970000,8,30.4269,-3819.37,3.93521,0.239111
18980000,8,39.1322,-3811.51,2.76372,0.154
18990000,9,42.0092,-3816.9,5.0958,0.2095
19000000,7,30.0664,-3822.56,3.20123,0.21828
19010000,9,44.0293,-3811.23,3.64153,0.218
19020000,9,35.7666,-3809.99,9.84095,0.216778
19030000,13,60.2253,-3802.14,6.98903,0.282
19040000,8,38.1883,-3810.67,3.27267,0.234286
19050000,9,38.9073,-3824.21,5.16532,0.249417
19060000,9,42.4545,-3810.4,6.37374,0.269125
19070000,8,34.7285,-3811.9,5.70769,0.236
19080000,10,42.3727,-3805.97,4.24995,0.24125
19090000,7,32.528,-3822.79,3.41508,0.213
19100000,9,41.9455,-3820.01,7.26756,0.204167
19110000,7,36.4081,-3820.17,2.65086,0.222
19120000,10,41.4886,-3800.55,8.62214,0.223
19130000,10,44.4423,-3797.14,4.57143,0.246
19140000,9,40.2698,-3808.6,4.33425,0.269
19150000,9,35.5619,-3817.4,6.52282,0.259
19160000,7,32.5785,-3817.54,1.98754,0.193
19170000,7,31.1803,-3813.86,6.1134,0.202
19180000,8,34.4464,-3813.9,5.91999,0.201
19190000,8,35.475,-3815.87,4.49203,0.192
19200000,9,43.9998,-3815.09,3.82039,0.223333
19210000,10,46.0753,-3815.31,5.43537,0.204
19220000,12,62.0078,-3811.53,4.92002,0.2145
19230000,9,43.4129,-3821.8,5.11544,0.262
19240000,8,34.9948,-3825.65,3.0266,0.259
19250000,10,47.4864,-3809.2,7.32687,0.249
19260000,10,43.8815,-3806.45,5.16396,0.244
19270000,8,31.5233,-3820.51,5.35073,0.226667
19280000,9,40.291,-3804.78,3.84481,0.207333
19290000,8,31.1719,-3822.29,6.03519,0.23
19300000,13,58.6129,-3804.01,8.26988,0.276
19310000,10,46.7201,-3802.14,7.81777,0.199
19320000,11,46.4811,-3803.44,6.90673,0.281
19330000,12,52.2796,-3802.22,5.92397,0.28275
19340000,13,50.0618,-3799.09,5.81888,0.262
19350000,10,36.5901,-3805.16,5.6087,0.237
19360000,7,30.482,-3825.51,2.68821,0.253722
19370000,10,44.6671,-3802.69,5.14097,0.253
19380000,11,49.4162,-3800.19,4.94551,0.277
19390000,11,43.466,-3806.09,5.92446,0.257
19400000,12,46.4942,-3803.17,5.4678,0.268
19410000,8,36.7568,-3807.25,5.4885,0.263333
19420000,15,62.1108,-3798.31,10.2562,0.308
19430000,12,54.1221,-3799.9,5.38873,0.258
19440000,13,54.9051,-3800.36,6.67142,0.254
19450000,9,40.4345,-3813.43,3.87895,0.280167
19460000,11,48.1104,-3809.55,8.45584,0.253846
19470000,12,54.2577,-3799.88,5.41844,0.224
19480000,10,40.729,-3801.61,6.03288,0.248
19490000,9,42.273,-3805.08,5.75113,0.24075
19500000,9,38.9954,-3815.03,4.78115,0.227
19510000,8,34.1764,-3811.81,6.04961,0.222143
19520000,8,37.847,-3809.43,2.08751,0.245
19530000,8,32.702,-3809.78,5.58085,0.182
19540000,8,29.8417,-3811.53,4.77844,0.194
19550000,8,35.8945,-3813.26,5.81349,0.231
19560000,7,28.5824,-3811.29,2.69493,0.22
19570000,8,35.4538,-3817.44,8.60842,0.246571
19580000,8,39.5689,-3813.28,2.58555,0.234
19590000,9,46.5164,-3814.42,2.59617,0.233833
19600000,7,24.0894,-3814.72,5.6648,0.2115
19610000,7,27.6338,-3823.16,6.02614,0.217
19620000,9,43.0776,-3803.53,4.63611,0.229
19630000,7,36.4961,-3825.07,2.56347,0.201
19640000,6,25.369,-3822.32,2.8698,0.201
19650000,7,29.7344,-3826.43,4.758,0.2296
19660000,7,28.0803,-3811,3.41404,0.216
19670000,8,31.7071,-3820.11,7.08375,0.2165
19680000,9,36.2055,-3804.62,4.18608,0.206
19690000,9,34.0909,-3797.18,7.45762,0.2115
19700000,8,36.5773,-3822.16,4.32835,0.222
19710000,11,50.3154,-3797.3,8.00833,0.266
19720000,8,31.7567,-3816.26,4.43685,0.239
19730000,9,34.0154,-3818.21,6.12905,0.23025
19740000,7,30.3097,-3822.19,2.01876,0.2365
19750000,11,44.3532,-3804.56,5.13912,0.223
19760000,9,34.7664,-3809.9,3.74365,0.22
19770000,12,47.585,-3804.84,4.96155,0.259889
19780000,10,42.5396,-3812,3.5686,0.251867
19790000,10,41.102,-3810.56,7.06273,0.272
19800000,6,19.3987,-3830.56,2.46988,0.182
19810000,9,38.8573,-3817.01,3.5853,0.223857
19820000,10,44.6965,-3814.29,5.1536,0.257
19830000,7,29.4003,-3823.45,5.59916,0.231
19840000,7,33.6268,-3820.81,2.90638,0.221
19850000,8,27.6604,-3826.67,3.47318,0.208
19860000,9,42.9202,-3818.38,2.59033,0.252294
19870000,12,55.6828,-3800.1,5.16938,0.244
19880000,14,62.6702,-3797.53,7.14796,0.288
19890000,14,58.0021,-3807.77,8.28536,0.267
19900000,11,46.098,-3806.72,5.43846,0.248
19910000,11,45.4782,-3808.66,6.8954,0.192
19920000,9,31.705,-3803.23,4.70781,0.218
19930000,11,40.4115,-3804.59,7.70653,0.234
19940000,7,26.4906,-3807.62,4.76728,0.196
19950000,11,50.3165,-3822.34,8.38189,0.272667
19960000,9,34.7832,-3809.15,6.67208,0.1885
19970000,10,42.6577,-3800.69,5.67021,0.222
19980000,7,29.6077,-3824.92,5.80443,0.223
19990000,11,50.4535,-3800.1,5.34745,0.2324
20000000,7,29.5749,-3812.54,6.82642,0.213
20010000,7,29.0451,-3824.65,2.79537,0.2262
20020000,8,39.0207,-3827.76,3.21174,0.247
20030000,7,29.7696,-3834.51,2.7083,0.222
20040000,11,42.4016,-3798.38,7.28,0.233
20050000,10,44.1856,-3795.69,3.4058,0.2513
20060000,10,48.7425,-3797.84,3.93728,0.235
20070000,12,47.6132,-3796.46,12.7043,0.239
20080000,8,42.1741,-3829.42,3.67817,0.276
20090000,10,45.8732,-3794.85,3.01028,0.212714
20100000,10,37.9565,-3798.65,9.4942,0.217
20110000,12,62.826,-3806.69,3.66001,0.21
20120000,13,51.7284,-3790.5,7.35174,0.267
20130000,9,37.2942,-3804.23,8.39017,0.23
20140000,12,58.5062,-3788.73,4.29612,0.251235
20150000,12,55.2277,-3796.54,7.16803,0.248
20160000,12,55.7886,-3796.45,6.21081,0.245571
20170000,7,31.4065,-3818.14,4.5094,0.22
20180000,9,40.9746,-3806.87,5.09646,0.248583
20190000,10,46.7502,-3805.7,6.47597,0.275
20200000,12,54.5208,-3795.46,6.98593,0.2536
20210000,9,40.9734,-3803.89,4.0132,0.229
20220000,9,33.3197,-3817.7,5.25842,0.221
20230000,11,48.1576,-3798.73,5.01417,0.26
20240000,12,57.5778,-3797.02,6.16167,0.2382
20250000,11,46.892,-3785.78,7.67703,0.283
20260000,14,55.7347,-3784.35,9.06259,0.254
20270000,11,51.7367,-3795.19,5.07683,0.25
20280000,12,58.8438,-3795.46,4.02599,0.2459
20290000,12,49.3654,-3795.15,5.04602,0.289
20300000,11,40.5418,-3801.37,8.96743,0.245
20310000,8,29.4337,-3823.22,7.71992,0.215
20320000,9,46.7982,-3804.5,2.39299,0.206
20330000,10,50.5514,-3802.94,4.53785,0.292
20340000,10,44.8305,-3801.01,4.49522,0.2424
20350000,10,47.2158,-3803.66,3.47133,0.236
20360000,11,45.5435,-3788.96,7.15282,0.236
20370000,10,45.4108,-3799.08,5.42858,0.248
20380000,10,46.6562,-3808.13,7.2826,0.27
20390000,10,50.9556,-3806.53,4.3228,0.255
20400000,9,38.0532,-3803.76,3.45819,0.25
20410000,10,46.3398,-3807.66,6.13118,0.267
20420000,9,43.3875,-3798.51,4.67385,0.25
20430000,7,35.7197,-3821.53,1.51359,0.202
20440000,8,39.5989,-3812.09,2.78621,0.252
20450000,12,51.49,-3794.35,6.47414,0.252
20460000,7,30.9349,-3822.67,3.89033,0.181
20470000,13,57.8924,-3798.75,7.81992,0.261429
20480000,12,57.1303,-3801.29,7.416,0.276
20490000,9,34.9905,-3812.94,5.52602,0.235714
20500000,10,35.634,-3808.06,7.46699,0.213
20510000,12,47.1523,-3790.45,6.81414,0.272
20520000,8,34.0078,-3828.21,3.71434,0.195
20530000,9,40.7269,-3825.11,4.63811,0.2151
20540000,11,39.9083,-3805.71,8.27575,0.28
20550000,11,43.4719,-3805.74,5.42442,0.218
20560000,10,37.1362,-3808.41,4.96427,0.225667
20570000,12,44.9575,-3796.53,5.9775,0.207
20580000,11,48.2499,-3817.44,5.7333,0.250929
20590000,11,43.6292,-3791.49,8.72248,0.235
20600000,10,38.8489,-3801.8,6.17776,0.22
20610000,9,38.0448,-3812.91,4.39849,0.248
20620000,8,29.4872,-3825.44,6.32099,0.199
20630000,10,49.2334,-3808.54,4.57987,0.243286
20640000,12,43.2086,-3818.38,11.3195,0.24575
20650000,8,30.8867,-3814.75,4.26005,0.209222
20660000,9,37.1628,-3811.31,4.77608,0.2468
20670000,9,39.5917,-3825.38,4.21204,0.251667
20680000,12,48.7792,-3791.11,4.81101,0.25
20690000,12,55.1874,-3794.74,3.82432,0.312
20700000,11,52.0677,-3791.4,2.05955,0.235
20710000,7,33.2444,-3824.98,2.68963,0.233
20720000,13,55.4491,-3781.48,6.17435,0.273
20730000,7,24.4387,-3834.46,6.97966,0.247375
20740000,11,53.4894,-3805.19,3.81719,0.288
20750000,10,48.7734,-3810.85,4.73962,0.255
20760000,12,59.286,-3801.83,5.59329,0.249
20770000,10,42.5578,-3799.52,6.5148,0.21
20780000,6,18.521,-3830.16,6.28382,0.215778
20790000,10,45.1816,-3799.99,3.51308,0.258833
20800000,13,57.8423,-3790.81,4.67371,0.2439
20810000,11,46.7223,-3799.12,6.45549,0.242
20820000,9,39.4049,-3822.26,5.51408,0.264
20830000,9,34.6943,-3816.61,1.98373,0.209
20840000,11,47.704,-3803.76,4.82806,0.281
20850000,11,43.8896,-3793.95,9.04665,0.235
20860000,10,45.0667,-3792.97,3.67811,0.231
20870000,10,37.8432,-3793.21,7.79261,0.254
20880000,7,33.9156,-3821.03,2.43449,0.214235
20890000,6,23.7809,-3825.51,2.21102,0.232
20900000,7,28.6314,-3815.95,5.63477,0.197778
20910000,6,24.4798,-3824.84,2.73109,0.1878
20920000,9,41.9982,-3826.82,2.60843,0.2035
20930000,8,34.3553,-3827.55,4.06561,0.234714
20940000,8,40.0418,-3822.6,1.48135,0.253
20950000,12,51.678,-3800.58,9.0089,0.231
20960000,8,35.8043,-3822.98,5.20635,0.207407
20970000,7,30.0263,-3819.45,1.52315,0.209
20980000,6,29.5666,-3830.95,2.8604,0.189
20990000,11,43.4385,-3806.34,6.56937,0.256
21000000,7,28.6529,-3826.44,4.48126,0.226
21010000,8,36.7603,-3828.17,4.44082,0.217143
21020000,7,28.2812,-3822.14,3.87007,0.190818
21030000,7,33.1402,-3824.25,2.67786,0.212
21040000,6,25.2964,-3825.07,1.41839,0.18325
21050000,7,29.1073,-3822.04,2.89157,0.178
21060000,6,28.3828,-3827.29,1.61837,0.219824
21070000,8,38.1178,-3830.24,2.50532,0.243
21080000,7,28.5635,-3824.1,3.78492,0.203
21090000,8,35.2231,-3811.31,4.05543,0.237296
21100000,12,43.0369,-3790.04,7.56878,0.231
21110000,14,51.6631,-3783.69,7.27325,0.269
21120000,8,30.4261,-3814.35,2.76875,0.205067
21130000,12,52.2864,-3790.21,6.22353,0.268
21140000,10,45.2054,-3825.46,4.82185,0.2435
21150000,10,42.1012,-3803.89,5.01122,0.239333
21160000,9,36.223,-3819.6,6.33423,0.269
21170000,12,47.9955,-3805.11,6.1786,0.278
21180000,6,24.5696,-3832.67,3.13654,0.175
21190000,7,29.9181,-3831.96,5.06071,0.238
21200000,7,28.1497,-3820,5.63687,0.238
21210000,9,33.5256,-3820.76,4.17114,0.284
21220000,7,29.9406,-3815.51,3.97325,0.2
21230000,6,20.5626,-3835.92,5.1675,0.245176
21240000,8,35.8904,-3825.6,2.68703,0.248
21250000,8,27.7912,-3821.49,11.6814,0.2165
21260000,8,33.6826,-3823.38,4.16139,0.226
21270000,8,34.5335,-3826.03,4.46216,0.235722
21280000,8,31.7193,-3833.37,6.10461,0.233
21290000,8,31.4561,-3821.68,3.46642,0.281
21300000,9,38.3545,-3809.26,3.88796,0.247
21310000,8,35.2958,-3818.12,2.91314,0.243
21320000,10,43.1341,-3806.89,4.09606,0.252
21330000,8,33.3912,-3837.88,2.6552,0.213
21340000,7,26.7136,-3823.49,3.99814,0.23
21350000,11,44.1437,-3813.81,7.89857,0.23
21360000,7,27.2992,-3825.76,2.09563,0.1735
21370000,10,46.0397,-3822.89,4.08188,0.27
21380000,7,29.1255,-3819.31,5.77826,0.193
21390000,9,33.2084,-3819.16,5.9776,0.253
21400000,9,38.5747,-3798.76,3.05667,0.242667
21410000,8,29.8675,-3805.64,4.3054,0.194
21420000,7,27.3762,-3805.34,2.98763,0.183
21430000,9,35.6773,-3803.79,6.26772,0.218
21440000,7,22.7706,-3821.95,8.18201,0.193
21450000,7,27.7159,-3808.91,3.28644,0.174
21460000,8,33.9354,-3829.11,4.19948,0.252
21470000,8,28.6296,-3815.6,4.7912,0.216429
21480000,7,27.6991,-3823.77,5.19704,0.2
