0.8395	
Heterogyna_nocticola_BND1290	HETE	0.125
Absyrtus_sp_BS_UCE_Ich386	ICHN	0.00601
Acrolyta_sp_BS_UCE_Ich122	ICHN	0.00601
Acrotaphus_wiltii_BS_UCE_Ich319	ICHN	0.00601
Adelognathus_sp_BS_UCE_Ich181	ICHN	0.00601
Agonocryptus_brevicauda_BS_UCE_Ich581	ICHN	0.00601
Agonocryptus_physocnemis_BS_UCE_Ich001	ICHN	0.00601
Agriotypus_armatus_BS_UCE_Ich182	ICHN	0.00601
Allophrys_n_sp_BS_UCE_Ich339	ICHN	0.00601
Alloplasta_superba_BS_UCE_Ich312	ICHN	0.00601
Alomya_debellator_BS_UCE_Ich201	ICHN	0.00601
Alophophion_sp_BS_UCE_Ich327	ICHN	0.00601
Anomalon_sp_BS_UCE_Ich336B	ICHN	0.00601
Aperileptus_sp_BS_UCE_Ich495	ICHN	0.00601
Arotes_melleus_BS_UCE_Ich301	ICHN	0.00601
Astrenis_sp_BS_UCE_Ich443	ICHN	0.00601
Ateleute_sp_BS_UCE_Ich183	ICHN	0.00601
Atopotrophus_bucephalus_BS_UCE_Ich434	ICHN	0.00601
Atractodes_sp_BS_UCE_Ich154	ICHN	0.00601
Barycnemis_sp_BS_UCE_Ich489	ICHN	0.00601
Barylypa_sp_BS_UCE_Ich478	ICHN	0.00601
Brachycyrtus_ornatus_BS_UCE_Ich187	ICHN	0.00601
Buathra_laborator_BS_UCE_Ich019	ICHN	0.00601
Calliephialtes_ferrugineus_BS_UCE_Ich375	ICHN	0.00601
Campoletis_sonorensis_BS_UCE_Ich188	ICHN	0.00601
Casinaria_sp_BS_UCE_Ich436	ICHN	0.00601
Cestrus_arcuatus_BS_UCE_Ich003	ICHN	0.00601
Charops_sp_BS_UCE_Ich455	ICHN	0.00601
Chirotica_sp_BS_UCE_Ich476	ICHN	0.00601
Chlorocryptus_purpuratus_BS_UCE_Ich020	ICHN	0.00601
Cidaphus_sp_BS_UCE_Ich385	ICHN	0.00601
Clasis_n_sp_BS_UCE_Ich189	ICHN	0.00601
Clatha_sp_BS_UCE_Ich461	ICHN	0.00601
Coleocentrus_rufus_BS_UCE_Ich379	ICHN	0.00601
Collyria_coxator_BS_UCE_Ich384	ICHN	0.00601
Cryptophion_inaequalipes_BS_UCE_Ich445	ICHN	0.00601
Cryptopimpla_quadrilineata_jocosa_BS_UCE_Ich343	ICHN	0.00601
Crytea_albitrochnaterata_BS_UCE_Ich228	ICHN	0.00601
Cylloceria_melancholica_BS_UCE_Ich381	ICHN	0.00601
Cymodusa_distincta_BS_UCE_Ich466	ICHN	0.00601
Deleboea_sp_BS_UCE_Ich186	ICHN	0.00601
Diacritus_muliebris_BS_UCE_Ich311	ICHN	0.00601
Dicamptus_sp_BS_UCE_Ich454	ICHN	0.00601
Digonocryptus_narratorius_BS_UCE_Ich072	ICHN	0.00601
Diplazon_laetatorius_BS_UCE_Ich322	ICHN	0.00601
Dolichomitus_sp_BS_UCE_Ich308	ICHN	0.00601
Dusona_sp_BS_UCE_Ich410	ICHN	0.00601
Echthromorpha_agrestoria_BS_UCE_Ich335	ICHN	0.00601
Echthrus_reluctator_BS_UCE_Ich117	ICHN	0.00601
Eiphosoma_sp_BS_UCE_Ich190	ICHN	0.00601
Endasys_sp_BS_UCE_Ich131	ICHN	0.00601
Enicospilus_sp_BS_UCE_Ich570	ICHN	0.00601
Enizemum_sp_BS_UCE_Ich481	ICHN	0.00601
Ephialtes_sp_BS_UCE_Ich584	ICHN	0.00601
Erigorgus_sp_BS_UCE_Ich465	ICHN	0.00601
Erythrodolius_sp_BS_UCE_Ich397	ICHN	0.00601
Ethelurgus_nigriventris_BS_UCE_Ich165	ICHN	0.00601
Euceros_sp_BS_UCE_Ich191	ICHN	0.00601
Meniscomorpha_sp_BS_UCE_Ich318	ICHN	0.00601
Eusterinx_oligomera_BS_UCE_Ich348	ICHN	0.00601
Eutanygaster_sp_BS_UCE_Ich412	ICHN	0.00601
Excavarus_annulipes_BS_UCE_Ich382	ICHN	0.00601
Exochus_izbus_BS_UCE_Ich391	ICHN	0.00601
Gavrana_sp_BS_UCE_Ich203	ICHN	0.00601
Gelis_sp_BS_UCE_Ich134	ICHN	0.00601
Glypta_sp_BS_UCE_Ich304	ICHN	0.00601
Gnypetomorpha_sp_BS_UCE_Ich166	ICHN	0.00601
Grotea_sp_BS_UCE_Ich367	ICHN	0.00601
Helictes_sp_BS_UCE_Ich324	ICHN	0.00601
Hedycryptus_rufiopetiolatus_BS_UCE_Ich023	ICHN	0.00601
Heteropelma_datanae_BS_UCE_Ich479	ICHN	0.00601
Homotropus_sp_BS_UCE_Ich482	ICHN	0.00601
Hybrizon_rileyi_BS_UCE_Ich316	ICHN	0.00601
Ichneumon_bucculentus_BS_UCE_Ich233	ICHN	0.00601
Klutiana_sp_BS_UCE_Ich388	ICHN	0.00601
Labena_grallator_BS_UCE_Ich192	ICHN	0.00601
Lanugo_schlingeri_BS_UCE_Ich015	ICHN	0.00601
Leptobatopsis_sp_BS_UCE_Ich462	ICHN	0.00601
Linycus_exhortator_BS_UCE_Ich213	ICHN	0.00601
Liojoppa_aff_centralis_BS_UCE_Ich296	ICHN	0.00601
Lissopimpla_sp_BS_UCE_Ich448	ICHN	0.00601
Lycorina_fici_BS_UCE_Ich400	ICHN	0.00601
Macrojoppa_bogotensis_BS_UCE_Ich263	ICHN	0.00601
Mansa_sp_BS_UCE_Ich105	ICHN	0.00601
Megarhyssa_atrata_BS_UCE_Ich310	ICHN	0.00601
Megastylus_sp_BS_UCE_Ich475	ICHN	0.00601
Melalophacharops_sp_BS_UCE_Ich449	ICHN	0.00601
Mesochorus_sp_BS_UCE_Ich334B	ICHN	0.00601
Mesoleptidea_sp_BS_UCE_Ich487	ICHN	0.00601
Messatoporus_discoidalis_BS_UCE_Ich087	ICHN	0.00601
Metopius_sp_BS_UCE_Ich333B	ICHN	0.00601
Microcharops_sp_BS_UCE_Ich406	ICHN	0.00601
Microleptes_sp_BS_UCE_Ich196	ICHN	0.00601
Mnioes_sp_BS_UCE_Ich500	ICHN	0.00601
Neorhacodes_brevicauda_BS_UCE_Ich441	ICHN	0.00601
Neotheronia_sp_BS_UCE_Ich317	ICHN	0.00601
Neoxorides_caryae_BS_UCE_Ich376	ICHN	0.00601
Nesolinoceras_laluzbrillante_BS_UCE_Ich009	ICHN	0.00601
Netelia_sp_BS_UCE_Ich199	ICHN	0.00601
Odontocolon_albotibiale_BS_UCE_Ich200	ICHN	0.00601
Oedemopsis_sp_BS_UCE_Ich352	ICHN	0.00601
Ophion_sp_BS_UCE_Ich571	ICHN	0.00601
Orthocentrus_sp_BS_UCE_Ich306	ICHN	0.00601
Oxytorus_sp_BS_UCE_Ich366	ICHN	0.00601
Pachysomoides_fulvus_BS_UCE_Ich078	ICHN	0.00601
Phaeogenes_sp_BS_UCE_Ich212	ICHN	0.00601
Phobocampe_clisiocampae_BS_UCE_Ich344	ICHN	0.00601
Phygadeuon_sp_BS_UCE_Ich140	ICHN	0.00601
Phytodietus_pleuralis_BS_UCE_Ich315	ICHN	0.00601
Pimpla_aequalis_BS_UCE_Ich198	ICHN	0.00601
Platymystax_sp_BS_UCE_Ich107	ICHN	0.00601
Pleolophus_basizonus_BS_UCE_Ich113	ICHN	0.00601
Podogaster_cf_BS_UCE_Ich421	ICHN	0.00601
Polyblastus_sp_BS_UCE_Ich488	ICHN	0.00601
Hidryta_fusiventris_C0492	ICHN	0.00601
Pristomerus_sp_BS_UCE_Ich413	ICHN	0.00601
Proclitus_fulvicornis_BS_UCE_Ich355	ICHN	0.00601
Pygocryptus_erugatus_BS_UCE_Ich139	ICHN	0.00601
Rhyssella_nitida_BS_UCE_Ich378	ICHN	0.00601
Rothneyia_sp_BS_UCE_Ich458	ICHN	0.00601
Schenkia_sp_BS_UCE_Ich110	ICHN	0.00601
Scolomus_clypeatus_BS_UCE_Ich328	ICHN	0.00601
Setanta_sp_BS_UCE_Ich267	ICHN	0.00601
Skiapus_coalescens_BS_UCE_Ich463	ICHN	0.00601
Spliopteron_occiputale_BS_UCE_Ich313	ICHN	0.00601
Stenarella_insidiator_BS_UCE_Ich059	ICHN	0.00601
Stenichneumon_culpator_BS_UCE_Ich238	ICHN	0.00601
Stenomacrus_sp_BS_UCE_Ich499	ICHN	0.00601
Stilbops_vetulus_BS_UCE_Ich423	ICHN	0.00601
Tamaulipeca_nsp_BS_UCE_Ich185	ICHN	0.00601
Therion_sp_BS_UCE_Ich403	ICHN	0.00601
Theronia_sp_BS_UCE_Ich435	ICHN	0.00601
Thyreodon_sp_BS_UCE_Ich383	ICHN	0.00601
Trathala_n_sp_BS_UCE_Ich408	ICHN	0.00601
Trematopygodes_rufipectus_BS_UCE_Ich345	ICHN	0.00601
Trematopygus_sp_BS_UCE_Ich468	ICHN	0.00601
Trichomma_cf_BS_UCE_Ich452	ICHN	0.00601
Triclistus_crassus_BS_UCE_Ich334B	ICHN	0.00601
Trieces_sp_BS_UCE_Ich392	ICHN	0.00601
Trogomorpha_trogiformis_BS_UCE_Ich205	ICHN	0.00601
Trychosis_exulans_BS_UCE_Ich097	ICHN	0.00601
Venturia_sp_BS_UCE_Ich450	ICHN	0.00601
Vulgichneumon_sp_BS_UCE_Ich207	ICHN	0.00601
Xanthocampoplex_sp_BS_UCE_Ich460	ICHN	0.00601
Xiphosomella_sp_BS_UCE_Ich409	ICHN	0.00601
Xorides_sp_BS_UCE_Ich309	ICHN	0.00601
Zaglyptus_varipes_BS_UCE_Ich349	ICHN	0.00601
Dioxys_pomonae_BND1152	MEGACH	0.00146
Heriades_leavitti_EX394	MEGACH	0.00146
Lithurgus_pullatus_BND1030	MEGACH	0.00146
Megichile_exilis_EX393	MEGACH	0.00146
Pararhophites_orobinus_BND1424	MEGACH	0.00146
Trachusa_larreae_BND1144	MEGACH	0.00146
Megalyridae_sp_USNMENT01339662	MEGALY	0.02326
Conostigmus_abdominalis_PSUC_FEM17567	MEGASP	0.03344
Conostigmus_crassicornis_PSUC_FEM13461	MEGASP	0.03344
Conostigmus_fasciatipennis_NCSU43309	MEGASP	0.03344
Creator_spissicornis_PSUC_FEM13530	MEGASP	0.03344
Dendrocerus_acrossopteryx_UCFC0028895	MEGASP	0.03344
Dendrocerus_aphidum_NCSU0016853	MEGASP	0.03344
Dendrocerus_mexicali_PSUC_FEM86151	MEGASP	0.03344
Holophleps_sp_PSUC_FEM146688	MEGASP	0.03344
Lagynodes_crassicornis_PSUC_FEM13564	MEGASP	0.03344
Megaspilus_armatus_PSUC_FEM13531	MEGASP	0.03344
Capicola_richtersveldensis_BND941	MELL	0.02674
Dasypoda_visnaga_BND977	MELL	0.02674
Macropis_europaea_BND980	MELL	0.02674
Meganomia_binghami_BND1026	MELL	0.02674
Melitta_arrogans_BND943	MELL	0.02674
Monomachus_sp_USNMENT01322359	MONO	0.03333
Dasylabris_sp_EX559	MUTI	0.00209
Dasymutilla_sackenii_EX569	MUTI	0.00209
Ephuta_rufisquamis_EX573	MUTI	0.00209
Mutilla_sp_EX563	MUTI	0.00209
Odontomutilla_sp_EX556	MUTI	0.00209
Rhopalomutilla_sp_EX564	MUTI	0.00209
Smicromyrmilla_sp_EX567	MUTI	0.00209
Sphaeropthalma_orestes_EX436	MUTI	0.00209
Trogaspidia_sp_EX574	MUTI	0.00209
Mymaromma_anomalum_JRAS07601_0189	MYMO	0.1
Myrmosa_sp_EX575	MYRM	0.02
Orussus_minutus_USNMENT01339621	ORUS	0.02222
Orussus_terminalis_USNMENT01339620	ORUS	0.02222
Onycholyda_luteicornis_USNMENT01339624	PAMP	0.00687
Pamphilius_pullatus_USNMENT01339625	PAMP	0.00687
Cecinothofagus_ibarrai_USNMENT01322269	PARA	0.33333
Paraulax_quelensis_USNMENT01322268	PARA	0.33333
Pediaspis_aceris_USNMENT01339590	PEDI	0.5
Pelecinus_sp_EX451	PELE	0.33333
Pluto_argentifrons_EX448	PEMP	0.00373
Pulverro_boharti_BND1663	PEMP	0.00373
Acordulecera_pellucida_USNMENT01322225	PERG	0.00452
Lophyrotoma_zonalis_USNMENT01339631	PERG	0.00452
Cerceris_hatuey_EX444	PHIL	0.00262
Clypeadon_haigi_BND819	PHIL	0.00262
Philanthus_gibbosus_BND827	PHIL	0.00262
Aceroteta_sp_USNMENT01197068	PLAT	0.00613
Alfredella_sp_USNMENT01197967	PLAT	0.00613
Allostemma_sp_USNMENT01335756	PLAT	0.00613
Amblyaspis_sp_USNMENT01223891	PLAT	0.00613
Amitus_sp_USNMENT01223842	PLAT	0.00613
Annettella_sp_USNMENT01197959	PLAT	0.00613
Aphanomerus_sp_USNMENT01109890	PLAT	0.00613
Austromerus_sp_USNMENT01197939	PLAT	0.00613
Calomerella_sp_USNMENT01197842	PLAT	0.00613
Fidiobia_sp_USNMENT01223772	PLAT	0.00613
Gastrotrypes_sp_USNMENT01223878	PLAT	0.00613
Inostemma_sp_USNMENT01335757	PLAT	0.00613
Iphitrachelus_sp_USNMENT01335755	PLAT	0.00613
Isolia_sp_OSUC_698060	PLAT	0.00613
Leptacis_sp_USNMENT01223928	PLAT	0.00613
Magellanium_sp_USNMENT01197849	PLAT	0.00613
Metaclisis_sp_USNMENT01197956	PLAT	0.00613
Nanomerus_spinulus_USNMENT01197953	PLAT	0.00613
Piestopleura_sp_USNMENT01223801	PLAT	0.00613
Platygaster_sp_USNMENT01335753	PLAT	0.00613
Platygaster_sp_USNMENT01335833	PLAT	0.00613
Proplatygaster_sp_USNMENT01109879	PLAT	0.00613
Synopeas_sp_USNMENT01223783	PLAT	0.00613
Tetrabaeus_sp_USNMENT01197878	PLAT	0.00613
Trissolcus_sp_USNMENT01223831	PLAT	0.00613
Zelandonota_sp_USNMENT01109898	PLAT	0.00613
Zelostemma_sp_USNMENT01109896	PLAT	0.00613
Archaeoteleia_mellea_OSUC_203348	PLAT	0.00613
Janzenella_innupta_OSUC_264384	PLAT	0.00613
Neuroscelio_doddi_OSUC_0147252	PLAT	0.00613
Nixonia_watshami_USNMENT01109338	PLAT	0.00613
Paridris_minator_USNMENT01322139	PLAT	0.00613
Sparasion_cullaris_USNMENT01322137	PLAT	0.00613
Plumarius_sp_EX550	PLUM	0.04545
Aporus_niger_HPG6	POMP	0.00082
Auplopus_sp_EX549	POMP	0.00082
Pepsis_grossa_EX437	POMP	0.00082
Pompilidae_sp_EX407	POMP	0.00082
Pompilidae_sp_USNMENT01339591	POMP	0.00082
Afroserphus_masneri_USNMENT00896672	PROC	0.01241
Codrus_sp_USNMENT01322353	PROC	0.01241
Exallonyx_sp_USNMENT01322352	PROC	0.01241
Phaenoserphus_sp_USNMENT00764821	PROC	0.01241
Proctotrupes_sp1_USNMENT01322351	PROC	0.01241
Olixon_sp_BS_UCE_Rhop1	RHOP	0.02778
Rhopalosoma_nearcticum_EX457	RHOP	0.02778
Ropronia_garmani_USNMENT0653896	ROPR	0.05
Sapyga_pumila_HPG8	SAPY	0.0303
Sapyga_sp_EX466	SAPY	0.0303
Sclerogibbidae_sp_EX566	SCLE	0.05
Proscolia_sp_EX568	SCOL	0.00536
Scolia_verticalis_HPG11	SCOL	0.00536
Scoliinae_sp_EX577	SCOL	0.00536
Sierolomorpha_sp_EX471	SIER	0.09091
Sirex_noctilio_USNMENT01339665	SIRI	0.01802
Tremex_columba_USNMENT01322218	SIRI	0.01802
Prionyx_canadensis_BND831	SPHE	0.00967
Ammophila_cybele_EX406	SPHE	0.00967
Chalybion_californicus_HPG12	SPHE	0.00967
Chlorion_aerarium_BND837	SPHE	0.00967
Prionyx_thomae_EX404	SPHE	0.00967
Sceliphron_caementarium_EX439	SPHE	0.00967
Sphex_jamaicensis_EX405	SPHE	0.00967
Ctenocolletes_albomarginatus_BND1320	STEN	0.04762
Megischus_mexicanus_USNMENT01339669	STEP	0.00585
Megischus_sp_USNMENT01322262	STEP	0.00585
Abia_lonicerae_USNMENT01322220	TENT	0.00211
Athalia_sp_USNMENT01339632	TENT	0.00211
Cladius_difformis_USNMENT01322223	TENT	0.00211
Heptamelus_dahlbomi_USNMENT01339629	TENT	0.00211
Lagium_atroviolaceum_USNMENT01322219	TENT	0.00211
Macrophya_trisyllaba_USNMENT01322226	TENT	0.00211
Nematus_tibialis_HPG2	TENT	0.00211
Pachynematus_corniger_USNMENT01322228	TENT	0.00211
Paracharactus_rudis_USNMENT01322222	TENT	0.00211
Taxonus_pallipes_USNMENT01322231	TENT	0.00211
Thrinax_dubitata_USNMENT01322221	TENT	0.00211
Waldheimia_carbonaria_USNMENT01322216	TENT	0.00211
Myzinum_sp_EX576	THYN	0.003
Thyninnae_sp_EX565	THYN	0.003
Methoca_sp_EX570	THYN	0.003
Brachycistis_timberlakei_EX440	TIPH	0.003
Colocistis_eremi_EX558	TIPH	0.003
Tiphia_sp_EX571	TIPH	0.003
Orthogonalys_pulchella_USNMENT01322215	TRIG	0.03261
Taeniogonalos_gundlachii_USNMENT01339670	TRIG	0.03261
Vanhornia_eucnemidarum_EX498	VANH	0.2
Metapolybia_cingulata_HPG10	VESP	0.00142
Mischocyttarus_mexicanus_EX398	VESP	0.00142
Pachodynerus_alayoi_EX400	VESP	0.00142
Parancistrocerus_bacu_EX401	VESP	0.00142
Polistes_poeyi_EX399	VESP	0.00142
Pseudomasaris_vespoides_EX442	VESP	0.00142
Vespa_sp_EX578	VESP	0.00142
Xiphydria_maculata_USNMENT01339666	XIPH	0.0137
Xiphydria_maculata_USNMENT01339667	XIPH	0.0137
Xyela_bakeri_USNMENT01322230	XYEL	0.03175
Xyela_sp_EX453	XYEL	0.03175
